"","Application_Id","Claim_Id","Claim_text","No_sentences","No_words","No_complex_words","No_characters","Percent_complex_words","Av_w_sentence","Av_syllable_w","Flesch_Kincaid_Reading","Flesch_Kincaid_Grade","Gunning_Fog","SMOG","Coleman_Liau","ARI","Lexical_density","Granted"
"20",12174479,20,"The method of Claim | 8 wherein forming the ﬁrst dielectric layer over the upper package surface comprises forming the first dielectric layer with a layer of high—K dielectric material; and wherein forming the at least one decoupling capacitive element comprises electrically connecting with the high—K dielectric layer so that the layer of high—K dielectric material operates as a decoupling capacitive element that is electrically connected with the first plane and the supplemental plane.",1,74,23,499,0.310810810810811,74,0.805714285714286,63.5615714285715,22.7774285714286,29.7243243243243,30.5264686692719,23.9136486486486,47.3306756756757,NA,1
"21",12174479,21,"The method of Claim | 8 wherein forming the multi—layer package substrate in accordance with the initial design includes providing a lower package surface having a second plane formed thereon. the second plane comprising one of the reference planes and an array of bond pads that are electrically connected with the internal signal plane; wherein the method further includes forming a second dielectric layer over the lower package surface wherein the second dielectric layer includes an array of conductive vias formed therein. the vias formed in registry with the array of bond pads of the lower package surface; and wherein the method further includes forming a second supplemental plane on a bottom surface of the second dielectric layer, the second supplemental plane further including an array of bottom bond pads arranged in registry with the array of vias, the array of bottom bond pads further configured to facilitate the mounting of the package substrate to an associated circuit substrate.",3,159,38,1003,0.238993710691824,53,1.70285714285714,8.97828571428573,25.1737142857143,21.2955974842767,23.4609130032715,21.3494968553459,34.7815094339623,NA,1
"22",12174479,22,"A method of forming an integrated circuit package with a decoupling capacitor using a package design configured for use without decoupling capacitor, the method comprising: providing an initial design for an integrated circuit package substrate wherein the design is configured for use without decoupling capacitors wherein the initial design configuration includes a plurality of stripline layers wherein each stripline layer includes a pair of reference planes and at least one signal plane that lies between the reference planes, and wherein the package includes upper and lower package surfaces that each have bonding pad arrays arranged to facilitate electrical connection with said signal planes; modifying the initial design to form a modiﬁed design wherein the bonding pad arrays are replaced by corresponding via strap arrays arranged to facilitate electrical connection with said signal planes; forming a first dielectric layer over the upper package surface wherein the ﬁrst dielectric layer includes an array of conductive vias formed therein, the vias electrically connected with the via straps of the upper package surface; forming a second dielectric layer over the lower package surface wherein the second dielectric layer includes an array of conductive vias formed therein. the vias electrically connected with the via straps of the lower package surface; forming a first supplemental plane on a top surface of the ﬁrst dielectric layer, the first supplemental plane having an array of top bond pads arranged in registry with the array of vias, the first supplemental plane further conﬁgured to facilitate the mounting of a decoupling capacitor; forming a second supplemental plane on a bottom surface of the second dielectric layer, the second supplemental plane having an array of bottom bond pads arranged in registry with the array of vias of the second supplemental plane; and providing a decoupling capacitive element such that electrical connections with the capacitive element (10 not require reconﬁgiu'ation of electrical trace patterns of the signal planes of the stripline layers.",2,320,93,2119,0.290625,160,3.61142857142857,-261.091857142857,89.4248571428571,64.11625,42.0848358421067,23.20096875,89.75903125,NA,1
"23",12174479,23,"The method of Claim 22 wherein providing a decoupling capacitive element includes mounting a discrete decoupling capacitor on the package and electrically connecting the capacitor to the package.",1,28,13,195,0.464285714285714,28,0.36,147.959,-0.422,11.3857142857143,23.7266996174312,25.2089285714286,25.3717857142857,NA,1
"24",12174479,24,"The method of Claim 22 wherein providing a decoupling capacitive element includes forming the first dielectric layer using a high—K dielectric material such that the ﬁrst dielectric layer operates as a decoupling capacitive element that is electrically connected with the package.",1,41,16,284,0.390243902439024,41,0.48,124.612,6.064,16.5560975609756,25.9800850991155,24.9917073170732,31.6953658536585,NA,1
"25",12174479,25,"An integrated circuit package comprising: a multi-layer package substrate arranged with a pair of reference planes formed one over the other and separated by a dielectric material that includes a signal plane arranged between the reference planes, the reference planes comprising a power plan and a ground plane, one of the reference planes comprising a first reference plane formed on an upper portion of the package substrate. the ﬁrst reference plane comprising one of the power plane and the ground plane and configured having a plurality of conductive contacts; a supplemental dielectric layer formed over the upper package surface and the ﬁrst reference plane. the supplemental dielectric layer including a plurality of Vias arranged in registry with the plurality of conductive contacts of the first reference plane the vias being ﬁlled with conductive material and also including a Via arranged for connection with a decoupling capacitor the Via being filled With conductive material to form a capacitor connector to the first reference plane; a conductive supplemental plane having a polarity opposite of the first plane and being formed on the supplemental dielectric layer, the supplemental plane including a plurality of electrical contacts in registry with the Vias of the first reference plane and an opening conﬁgured to enable electrical contact between the capacitor connector to the first reference plane; and a decoupling capacitor mounted to the substrate and electrically connected with the first reference plane and the supplemental plane using at least the capacitor connector to the first reference plane wherein said electrical connections to the capacitor do not pass through the signal plane.",3,264,84,1727,0.318181818181818,88,3.02285714285714,-138.218714285714,54.3997142857143,35.3272727272727,33.3581118925512,22.7270075757576,53.38125,NA,1
"26",11731489,1,"A method comprising: populating each proﬁle of a gee-spatial social network with an address data; forming a group in support of a campaign in the gee-spatial social network when a particular user creates the group in support of the campaign; and automatically communicating media to a physical location of a member of the group based on the address data associated with each profile of the gee-spatial social network.",1,68,12,419,0.176470588235294,68,0.697142857142857,78.8367142857143,19.1562857142857,27.2705882352941,22.9186335973337,20.4883823529412,41.5919117647059,NA,1
"27",11731489,2,"The method of claim 1 wherein the campaign is at least one of a political campaign, a charitable campaign, a religious campaign, and a fundraising campaign.",1,26,4,156,0.153846153846154,26,0.251428571428571,159.174142857143,-2.48314285714286,10.4615384615385,14.5545925495578,19.5284615384615,19.83,NA,1
"28",11731489,3,"The method of claim 1 further comprising transforming each proﬁle of the geo- spatial social network into a wiki proﬁle in which any data in a particular profile is editable by any user of the geo-spatial social network until a particular user claims the particular profile at which time the particular profile becomes locked and the particular user who claims the particular profile decides who can view and edit the particular profile.",1,72,18,441,0.25,72,0.782857142857143,67.5252857142857,21.7277142857143,28.9,27.366229780566,20.2720833333333,43.41875,NA,1
"29",11731489,4,"The method of claim 1 further comprising automatically creating the group based on a public data associated with each proﬁle of the gee-spatial social network even prior to certain users associated with each proﬁle registering in the geo- spatial social network by applying the public data to the each proﬁle.",1,50,6,315,0.12,50,0.502857142857143,113.543285714286,9.84371428571429,20.048,17.1224134031937,21.301,33.243,NA,1
"30",11731489,5,"The method of claim 4 wherein the public data is at least one of a demographic data, a religion data, an ethnicity data, an interest data, a political affiliation data, an age data, a profession data, and a charitable contribution data.",1,41,9,236,0.219512195121951,41,0.451428571428571,127.029142857143,5.72685714285714,16.4878048780488,20.2673388243366,18.0960975609756,26.1812195121951,NA,1
"31",11731489,6,"The method of claim 5 further comprising seeding the address data with a telephone directory data compiled from public sources prior to launching the geo— spatial social network so as to seed interaction between group members of the geo-spatial social network at launch of the geo—spatial social network through both electronic and direct mail distribution channels.",1,56,9,370,0.160714285714286,56,0.565714285714286,102.135571428571,12.9254285714286,22.4642857142857,20.2673388243366,23.1107142857143,37.6896428571429,NA,1
"32",11731489,7,"The method of claim 1 further comprising: generating an electronic walkable map of a neighborhood which illustrates where members of the group reside so that a supporter of the group can tag each home visited with meta-data in the walkable map through a mobile device; and outputting the walkable map to a printing device in the gee-spatial social network.",1,59,17,356,0.288135593220339,59,0.6,96.19,14.5,23.7152542372881,26.6833563032671,19.7345762711864,36.4896610169491,NA,1
"33",11731489,8,"The method of claim 7 further comprising: forming, in the walkable map, a set of markers which indicate which particular residences and businesses are to have media delivered to them based on a subscription data provided by the particular residences and businesses who have joined the group and elected to receive the media, wherein the media is at least one of a lawn sign, a ﬂyer, a mailer, a postcard, a brochure, a magazine, and a newsletter. ",2,77,17,449,0.220779220779221,38.5,0.782857142857143,101.527785714286,8.66271428571429,15.4883116883117,19.7844743578462,18.5377922077922,25.2848051948052,NA,1
"34",11731489,9,"The method of claim 1 further comprising creating a marker in a three- dimensional neighborhood map that represents the group and which simultaneously displays the group along with other residences and businesses which surround a physical presence of the group.",1,40,9,261,0.225,40,0.405714285714286,131.911571428571,4.79742857142857,16.09,20.2673388243366,22.62475,29.30275,NA,1
"35",11731489,10,"The method of claim 9 further comprising automatically color coding a rooftop of a residence in the three-dimensional neighborhood map which represents an affiliation of the resident identified through the rooftop as being associated with the group.",1,37,10,249,0.27027027027027,37,0.411428571428571,134.473142857143,3.69485714285714,14.9081081081081,21.1943899229434,23.83,28.767027027027,NA,1
"36",11731489,11,"The method of claim 10 further comprising enabling any user of the gee—spatial social network to change the group affiliation of an unregistered user of the social network until the unregistered user claims their proﬁle.",1,35,6,224,0.171428571428571,35,0.371428571428571,139.887142857143,2.44285714285714,14.0685714285714,17.1224134031937,21.8874285714286,26.214,NA,1
"37",11731489,12,"The method of claim 11 further comprising enabling the particular user to visualize a unified view at a local street level, a neighborhood level, a city level, a county level, a state level, a regional level, a federal level, and a global level based on hue of a degree of strength of any particular affiliation based on a color gradient and mixing algorithm that determines an average color balance based on a number of residents in a particular neighborhood subset.",1,80,17,467,0.2125,80,0.845714285714286,54.0875714285715,25.5894285714286,32.085,26.6833563032671,18.579125,46.064625,NA,1
"38",11731489,13,"The method of claim 1 further comprising generating an online debate between certain candidates in the campaign in multi-media form through a technique in which the users of the geo-spatial social network share comments, thoughts and feedback on the certain candidates while the online debate occurs.",1,46,11,300,0.239130434782609,46,0.491428571428571,118.570142857143,8.14885714285714,18.495652173913,22.0761359159421,22.6065217391304,32.2873913043478,NA,1
"39",11731489,14,"The method of claim 13 further comprising: generating a poll in the geo-spatial social network such that users of the geo- spatial social network exchange group opinions with each other and see real time poll standings during a live presentation of the online debate in the geo— spatial social network; and syndicating reSults of the poll across traditional and web based media through a real simple syndication algorithm.",1,68,12,424,0.176470588235294,68,0.674285714285714,80.7704285714286,18.8865714285714,27.2705882352941,22.9186335973337,20.9214705882353,41.9382352941176,NA,1
"40",11731489,15,"The method of claim 14 further comprising: providing a fundraising tool in the gee-spatial social network to a candidate raising funds to supplement the campaign from supporters of the candidate; and generating a neighborhood competition view that illustrates the fundraising success of any candidate participating in the gee—spatial social network.",1,50,16,351,0.32,50,0.571428571428571,107.742142857143,10.6528571428571,20.128,25.9800850991155,25.5418,36.6342,NA,1
"41",11731489,16,"A system comprising: a campaign module to automatically generate a visualization of areas of a particular neighborhood in which support of a candidate is strongest and weakest based on a membership in a group associated with supporters of the candidate in the particular neighborhood and in surrounding neighborhoods; a communication module to allow members of the group to communicate with each other and the candidate through at least one of a debate forum, an online forum, a physical mail communication, and an electronic communications communication; and a delivery module to coordinate fulﬁllment of the physical mail communication through a geo-spatial social network. ",2,102,33,678,0.323529411764706,51,1.20571428571429,53.0665714285715,18.5274285714286,20.5294117647059,26.3343850661223,23.3452941176471,35.3776470588235,NA,1
"42",11731489,17,"The system of claim 16 further comprising an audience module to pre-populate a set of wiki profiles with public data having location information of residents of the particular neighborhood such that communication occurs between residents of the particular neighborhood through the physical mail communication regardless of whether the residents join the gee-spatial social network.",1,54,19,381,0.351851851851852,54,0.64,97.881,13.022,21.7407407407407,28.0303837018496,25.7516666666667,38.8016666666667,NA,1
"43",11731489,18,"A method comprising: populating political afﬁliation data in a social network using publicly available sources; enabling a candidate to create a campaign in the social network in which the candidate Outreaches to users and non-users of the social network through the political affiliation data; forming a group of certain ones of the users of the social network who support the candidate; and generating a live debate between the candidate and other candidates in the social network. ",2,76,18,486,0.236842105263158,38,0.851428571428571,96.2341428571429,9.27685714285714,15.2947368421053,20.2673388243366,21.8571052631579,27.6892105263158,NA,1
"44",11731489,19,"The method of claim 18 further comprising generating a fundraising campaign in the social network such that users who are members of the group have a marker visible above their physical properties in a three dimensional gee—spatial view of their neighborhood that indicates an amount donated to the candidate and an affiliation with the campaign.",1,55,14,348,0.254545454545455,55,0.571428571428571,102.667142857143,12.6028571428571,22.1018181818182,24.5042392977917,21.4621818181818,35.8714545454545,NA,1
"45",11731489,20,"he method of claim 18 further comprising allowing a supporter of the candidate to create a survey during the live debate between the candidate and other candidates in the social network such that results from the survey are refreshed and viewable on each submission to the survey.",1,47,10,280,0.212765957446809,47,0.48,118.522,8.404,18.8851063829787,21.1943899229434,19.2829787234043,30.1295744680851,NA,1
"46",11668940,1,"A marine vessel deﬂector apparatus, comprising: a first deﬂector, configured to move along a first degree of freedom with the deﬂector apparatus into and out of a water jet stream so as to provide or not provide a trimming force, and also configured to move along a second degree of freedom into a plurality of positions in the water jet stream with respect to the deﬂector apparatus so as to deflect the water jet stream to control a magnitude of a trim force provided by the ﬁrst deflector.",1,88,18,502,0.204545454545455,88,0.874285714285714,43.5504285714286,29.0465714285714,35.2818181818182,27.366229780566,17.7963636363636,49.4384090909091,NA,1
"47",11668940,2,"The deﬂector apparatus of claim 1. wherein the deﬂector apparatus is conﬁgured so that the trim force provided by the ﬁrst deﬂector provides substantially no backing thrust component.",2,28,10,193,0.357142857142857,14,0.308571428571429,166.519857142857,-6.48885714285714,5.74285714285714,15.9031890086143,24.7775,18.0353571428571,NA,1
"48",11668940,3,"The deﬂector apparatus of claim I, further comprising a second deﬂector coupled to the ﬁrst deﬂector and conﬁgured to move in unison with first deﬂector out of and into the waterjet stream to deﬂect the waterjet stream so as to provide a backing thrust.",1,44,11,267,0.25,44,0.422857142857143,126.401285714286,6.55971428571429,17.7,22.0761359159421,19.9347727272727,29.1511363636364,NA,1
"49",11668940,4,"The deﬂector apparatus of claim 3, wherein the first and second deﬂectors are arranged with respect to one another so that they cannot both be placed in the water jet stream simultaneously.",1,32,6,193,0.1875,32,0.314285714285714,147.766428571429,0.598571428571429,12.875,17.1224134031937,19.7146875,22.9771875,NA,1
"50",11668940,5,"The deﬂector apparatus of claim 1, wherein the first deflector comprises a substantially planar surface that deﬂects the water jet stream.",1,21,6,142,0.285714285714286,21,0.222857142857143,166.666285714286,-4.77028571428571,8.51428571428571,17.1224134031937,24.0133333333333,20.9185714285714,NA,1
"51",11668940,6,"The deﬂector apparatus of claim I, further comprising a pivot that provides the ﬁrst degree of freedom for movement of the deﬂector apparatus. ",2,23,7,149,0.304347826086957,11.5,0.245714285714286,174.375071428571,-8.20557142857143,4.72173913043478,13.8166696488959,22.3308695652174,14.8326086956522,NA,1
"52",11668940,7,"The deﬂector apparatus of claim 1, wherein the ﬁrst deﬂector is coupled to the deﬂector apparatus by a pivot that allows for motion of the first deﬂector with respect to the deﬂector apparatus.",1,33,8,205,0.242424242424242,33,0.331428571428571,145.301142857143,1.19085714285714,13.2969696969697,19.2871865203773,20.780303030303,24.3290909090909,NA,1
"53",11668940,8,"The deﬂector apparatus of claim 1, wherein the ﬁrst and second deﬂectors are arranged with respect to one another so that they deﬂect the waterjet stream substantially exclusively.",1,28,8,188,0.285714285714286,28,0.308571428571429,152.309857142857,-1.02885714285714,11.3142857142857,19.2871865203773,23.7364285714286,24.1942857142857,NA,1
"54",11668940,9,"A marine vessel deﬂector apparatus. comprising: a first deﬂector surface conﬁgured to deﬂect a water jet nozzle stream to provide a backing thrust when the deﬂector apparatus is in a first position: and a second deflector surface configured to deflect the water jet stream to provide substantially only a trim force when the deﬂector apparatus is in a second position; and wherein the second deﬂector apparatus is conﬁgured to move into a plurality of positions in the water jet stream with respect to the deﬂector apparatus in the second position, so as to deﬂect the water jet stream to control a magnitude of a trim force provided by the second deflector",2,111,30,677,0.27027027027027,55.5,1.16,52.3665,19.743,22.3081081081081,25.2544711833271,20.1182882882883,35.0467567567568,NA,1
"55",11668940,10,"The deﬂector apparatus of claim 9‘ wherein the deﬂector apparatus is conﬁgured so that it cannot be in both the first and the second positions simultaneously.",1,26,7,166,0.269230769230769,26,0.268571428571429,157.723857142857,-2.28085714285714,10.5076923076923,18.2436059462756,21.7938461538461,21.6415384615385,NA,1
"56",11668940,11,"The deﬂector apparatus of claim 9, wherein the deﬂector apparatus comprises at least two components, a ﬁrst component that includes the first deﬂector surface and a second component that includes the second deﬂector surface, the ﬁrst and second components being coupled to one anodier.",1,44,16,297,0.363636363636364,44,0.48,121.567,7.234,17.7454545454545,25.9800850991155,23.9506818181818,32.3625,NA,1
"57",11668940,12,"The deﬂector apparatus of claim 11. wherein the second deflector is coupled to the deﬂector apparatus by a pivot that allows for motion of the second deﬂector with respect to the deﬂector apparatus.",2,33,8,206,0.242424242424242,16.5,0.342857142857143,161.081785714286,-5.10928571428571,6.6969696969697,14.5545925495578,20.949696969697,16.2218181818182,NA,1
"58",11668940,13,"The deﬂector apparatus of claim 9, wherein the deﬂector apparatus is conﬁgured so that the trim force provided by the second deﬂector provides substantially no backing thrust component . 1",2,30,10,196,0.333333333333333,15,0.325714285714286,164.054571428571,-5.89657142857143,6.13333333333333,15.9031890086143,22.6613333333333,16.842,NA,1
"59",11668940,14,"The deﬂector apparatus of claim 9, wherein the second deﬂector comprises a substantially planar surface that deﬂects the waterjet stream.",1,20,7,143,0.35,20,0.228571428571429,167.197857142857,-5.09285714285714,8.14,18.2436059462756,26.2985,22.2465,NA,1
"60",11668940,15,"15. The deﬂector apparatus of claim 9, wherein the first and second deﬂectors are arranged with respect to one another so that they deﬂect the waterjet stream substantially exclusively.",2,29,8,191,0.275862068965517,14.5,0.314285714285714,165.528928571429,-6.22642857142857,5.91034482758621,14.5545925495578,22.9720689655172,16.8410344827586,NA,1
"61",11668940,16,"A method for generating a trim force for use with a marine vessel control apparatus, comprising: moving a deflector apparatus comprising a ﬁrst deﬂector along a first degree of freedom into and out of a water jet stream so as to provide or not provide, respectively. a trimming force; moving the first deﬂector along a second degree of freedom into a plurality of positions in the water jet stream with respect to the deﬂector apparatus so as to deﬂect the water jet stream to control a magnitude of a trim force provided by the first deﬂector",2,96,19,555,0.197916666666667,48,0.954285714285714,77.3824285714286,14.3905714285714,19.2791666666667,20.7369665658279,18.2453125,29.7996875,NA,1
"62",11668940,17,"The method of claim 16, further comprising moving a second deﬂector coupled to the first deﬂector, and configured to move in unison with deﬂector apparatus along the first degree of freedom into and out of the waterjet stream so as to provide a backing thrust.",1,45,9,266,0.2,45,0.434285714285714,124.419428571429,7.08457142857143,18.08,20.2673388243366,19.0097777777778,28.9113333333333,NA,1
"63",11668940,18,"The method of claim 17, further comprising deﬂecting the water jet stream with the first and second deﬂectors substantially exclusively, ",1,20,5,141,0.25,20,0.211428571428571,168.648142857143,-5.29514285714286,8.1,15.9031890086143,25.7095,21.7755,NA,1
"64",11668940,19,"The method of claim 17, wherein the act of moving comprises rotating the first and second deﬂectors about a common axis to place the first and the second deflectors into the water jet stream. ",2,34,4,194,0.117647058823529,17,0.302857142857143,163.958285714286,-5.38628571428571,6.84705882352941,11.2081432601887,17.79,13.9447058823529,NA,1
"65",11668940,20,"A method for generating a backing thrust and a trim force for use in a marine vessel control apparatus, comprising: moving the deﬂector apparatus comprising a first deﬂector into a first position to deﬂect a water jet nozzle stream to provide the backing thrust; moving the deﬂector apparatus comprising a second deﬂector into a second position to deﬂect the waterjet stream to provide substantially only the trim force: and moving the second deﬂector apparatus into a plurality of positions in the waterjet stream with respect to the deﬂector apparatus in the second position, so as to deﬂect the water jet stream to control a magnitude of a trim force provided by the second deﬂector‘ 21‘ The method of claim",1,119,29,734,0.243697478991597,119,1.23428571428571,-18.3705714285714,45.3845714285714,47.6974789915966,33.893180191028,20.5273949579832,67.1215966386555,NA,1
"66",11668940,21,"The method of claim 20. wherein the act of moving the deﬂector apparatus comprises moving the first and second deﬂectors in unison so that the backing thrust and the trim force are provided substantially exclusively of one another.",2,38,9,235,0.236842105263158,19,0.394285714285714,154.193428571429,-3.52742857142857,7.69473684210526,15.247664890283,20.6092105263158,17.1976315789474,NA,1
"67",11668940,22,"The method of claim 17. further comprising deflecting the water jet stream with the first and second deﬂectors substantially exclusively",2,20,5,138,0.25,10,0.211428571428571,178.798142857143,-9.19514285714286,4.1,12.1617449614717,24.811,16.069,NA,1
"68",11668940,23,"The method of claim 20, wherein the act of moving the deﬂector apparatus comprises rotating the ﬁrst and second deﬂectors about a common axis to place the ﬁrst and the second deﬂectors in the first and the second positions",1,39,7,232,0.179487179487179,39,0.365714285714286,136.310571428571,3.93542857142857,15.6717948717949,18.2436059462756,19.2302564102564,26.0884615384615,NA,1
"69",11457805,1,"",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"70",11457805,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
