"","Application_Id","Claim_Id","Claim_text","No_sentences","No_words","No_complex_words","No_characters","Percent_complex_words","Av_w_sentence","Av_syllable_w","Flesch_Kincaid_Reading","Flesch_Kincaid_Grade","Gunning_Fog","SMOG","Coleman_Liau","ARI","Lexical_density","Granted"
"14",10981719,14,"A blow molded liquid storage bottle having a storage chamber, a conical ceiling in an upper surface, a lower surface, and at least four generally planar side walls; a cylindrical neck extending upwardly from the center of the conical ceiling and having an opening at its top end; . a conical recess extending upwardly from the lower surface of a size suf_cient to envelop the ceiling and neck of another storage bottle insertable therein; vertical interlocking means for releasany connecting each side wall to the side wall of another storage bottle stackable adjacent thereto; horizontal interlocking means for releasany connecting the upper surface to the lower surface of another storage bottle disposable thereabove.",2,113,38,720,0.336283185840708,56.5,1.82926829268293,-5.26859756097559,28.0303658536585,22.7345132743363,28.0303837018496,21.7238938053097,36.8306194690266,NA,"0"
"15",10981719,15,"The storage bottle of claim 14, further comprising at least one aperture between adjacent side walls to form a handle.",1,20,4,118,0.2,20,0.284552845528455,162.461829268293,-4.43227642276423,8.08,14.5545925495578,18.936,16.359,NA,"0"
"16",10981719,16,"The storage bottle of claim 14, further comprising a recess in at least one side wall for application thereto of a label. ",2,22,4,122,0.181818181818182,11,0.300813008130081,170.221219512195,-7.75040650406504,4.47272727272727,11.2081432601887,16.8354545454545,10.1890909090909,NA,"0"
"17",10981719,17,"The storage bottle of claim 14, wherein the size of the storage bottle is selected for use with an industry standard drinking water dispenser.",1,24,5,142,0.208333333333333,24,0.341463414634146,153.587195121951,-2.20073170731707,9.68333333333333,15.9031890086143,19.0366666666667,18.4375,NA,"0"
"18",10981719,18," The storage bottle of claim 14, wherein the vertical interlocking means comprises at least one recess on the side wall for engaging a corresponding protrusion on the side wall of another storage bottle.",1,34,9,203,0.264705882352941,34,0.495934959349593,130.368902439024,3.5220325203252,13.7058823529412,20.2673388243366,19.3579411764706,23.6914705882353,NA,"0"
"19",10981719,19,"The storage bottle of claim 14, wherein the horizontal interlocking means comprises at least one recess in the lower surface for engaging a corresponding protrusion on the upper surface of another storage bottle.",1,33,11,212,0.333333333333333,33,0.528455284552846,128.632682926829,3.51577235772358,13.3333333333333,22.0761359159421,22.029696969697,25.3281818181818,NA,"0"
"20",10981719,20,"The storage bottle of claim 14, wherein the neck further comprises an external thread for attachment thereto of a screw cap. ",2,21,5,125,0.238095238095238,10.5,0.276422764227642,172.792134146341,-8.23321138211382,4.2952380952381,12.1617449614717,19.2309523809524,11.8557142857143,NA,"0"
"21",10981719,21,"The storage bottle of claim 14, further comprising means for identifying the contents to be stored in the storage bottle.",1,20,4,121,0.2,20,0.276422764227642,163.149634146341,-4.52821138211382,8.08,14.5545925495578,19.8195,17.0655,NA,"0"
"22",10981719,22,"The storage bottle of claim 14, further comprising a locational transitional _t between the neck of the storage bottle and the conical recess of another storage bottle into which the neck is nested.",1,33,8,198,0.242424242424242,33,0.479674796747967,132.759512195122,2.94016260162602,13.2969696969697,19.2871865203773,19.5309090909091,23.33,NA,"0"
"23",11382714,1,"Achemical vapor deposition equipment comprising: a reactor having an exhaust end; an adjustable pipe comprising: a compressible body having a bellows; a bushing positioned inside the bellows, an end of the bushing connected to the exhaust end of the reactor; and a ring positioned at an end of the compressible body for connecting to an exhausted pipe; and an exhausted pipe connected to the ring of the adjustable pipe.",1,69,17,420,0.246376811594203,69,1.04065040650407,48.7609756097561,23.599674796748,27.6985507246377,26.6833563032671,20.0478260869565,41.7395652173913,NA,"0"
"24",11382714,2,"The chemical vapor deposition equipment of claim 1, wherein the bellows is a welded bellows. ",2,15,3,93,0.2,7.5,0.219512195121951,180.651768292683,-10.074756097561,3.08,10.1257567015968,20.678,11.522,NA,"0"
"25",11382714,3,"The chemical vapor deposition equipment of claim l,wherein the bushing is an aluminum alloy bushing.",1,15,4,100,0.266666666666667,15,0.24390243902439,170.975853658537,-6.86195121951219,6.10666666666667,14.5545925495578,23.4466666666667,17.47,NA,"0"
"26",11382714,4,"The chemical vapor deposition equipment of claim 1, wherein the ring is a Teflon ring.",1,15,3,86,0.2,15,0.203252032520325,174.414878048781,-7.34162601626016,6.08,13.0238667986669,17.9493333333333,13.074,NA,"0"
"27",11382714,5,"The chemical vapor deposition equipment of claim 1 , wherein the compressible body is a stainless steel body.",1,18,4,109,0.222222222222222,18,0.268292682926829,165.86743902439,-5.40414634146341,7.28888888888889,14.5545925495578,19.8505555555556,16.0916666666667,NA,"0"
"28",11382714,6,"The chemical vapor deposition equipment of claim 1 , wherein the compressible body further comprises a spring, and the adjustable pipe further comprises a bolt positioned through the spring for providing a reaction force to the ring when the exhausted pipe presses against the ring. ",2,45,10,283,0.222222222222222,22.5,0.650406504065041,128.973109756098,0.85979674796748,9.08888888888889,15.9031890086143,21.2282222222222,19.4406666666667,NA,"0"
"29",11382714,7,"The chemical vapor deposition equipment of claim i,wherein the compressible body further comprises a rod, and the ring further comprises a slot for locking the rod to assemble the ring to the compressible body. ",2,34,9,211,0.264705882352941,17,0.495934959349593,147.623902439024,-3.1079674796748,6.90588235294118,15.247664890283,20.735,16.2997058823529,NA,"0"
"30",11382714,8,"An adjustable pipe implemented in a chemical vapor deposition equipment, comprising: a compressible body having a bellows; a bushing positioned inside the bellows, an end of the bushing connected to an exhaust end of the reactor; and a ring positioned at an end of the compressible body for connecting to an exhausted pipe. ",2,53,14,324,0.264150943396226,26.5,0.813008130081301,111.157012195122,4.33849593495935,10.7056603773585,18.2436059462756,20.1954716981132,20.6132075471698,NA,"0"
"31",11382714,9,"The adjustable pipe of claim 8, wherein the bellows is a welded bellows.",1,13,1,72,0.0769230769230769,13,0.170731707317073,179.196097560976,-8.50536585365854,5.23076923076923,8.84184627477888,16.7984615384615,11.1561538461538,NA,"0"
"32",11382714,10,"The adjustable pipe of claim 8, wherein the bushing is an aluminum alloy bushing. ",2,14,2,82,0.142857142857143,7,0.203252032520325,182.534878048781,-10.4616260162602,2.85714285714286,8.84184627477888,18.6557142857143,9.65714285714285,NA,"0"
"33",11382714,11,"The adjustable pipe of claim 8, wherein the ring is aTeflon ring. ",2,12,2,66,0.166666666666667,6,0.154471544715447,187.676707317073,-11.4272357723577,2.46666666666667,8.84184627477888,16.545,7.475,NA,"0"
"34",11382714,12,"The adjustable pipe of claim 8, wherein the compressible body is a stainless steel body.",1,15,2,88,0.133333333333333,15,0.211382113821138,173.727073170732,-7.24569105691057,6.05333333333333,11.2081432601887,18.7346666666667,13.702,NA,"0"
"35",11382714,13,"The adjustable pipe of claim 8, wherein the compressible body further comprises a spring, and the adjustable pipe further comprises a bolt positioned through the spring for providing a reaction force to the ring when the exhausted pipe presses against the ring.",1,42,8,261,0.19047619047619,42,0.59349593495935,113.995243902439,7.79325203252032,16.8761904761905,19.2871865203773,20.795,28.8392857142857,NA,"0"
"36",11382714,14,"The adjustable pipe of claim 8, wherein the compressible body further comprises a rod, and the ring further comprises a slot for locking the rod to assemble the ring to the compressible body.",1,33,6,191,0.181818181818182,33,0.447154471544715,135.510731707317,2.55642276422764,13.2727272727273,17.1224134031937,18.2815151515152,22.3309090909091,NA,"0"
"37",10327223,1,"A device for improving packetized data routing, comprising the following: a network data processing means for decoding incoming data packets and extracting desired data _elds based upon data packet header characteristics, a programmable header processor logic block means controlled by said network processing means, a data register means for storing data packet header characteristics for decoding by said programmable header processor logic block, and at least one _eld offset stored for said datapacket header characteristics from the start of said data packet.",1,82,22,564,0.268292682926829,82,1.33333333333333,10.805,32.1233333333333,32.9073170731707,29.9242551590955,24.7080487804878,51.9656097560976,NA,"0"
"38",10327223,2,"The device of claim 1 wherein said data register means comprises an updateable register means to store additional data packet header characteristics.",1,22,7,149,0.318181818181818,22,0.373983739837398,152.865975609756,-2.5969918699187,8.92727272727273,18.2436059462756,24.0777272727273,21.4695454545455,NA,"0"
"39",10327223,3,"The device ofclaim 2 wherein said data packet header characteristics comprise data packet header characteristics for at least one data packet header protocol selected from the group of Resilient Packet Ring, 8023 Ethernet, POS_PPP, Ipv4/MPLS, GFP encapsulation and Ethernet in PPP. ",2,41,10,282,0.24390243902439,20.5,0.650406504065041,131.003109756098,0.0797967479674799,8.29756097560976,15.9031890086143,24.6970731707317,21.2156097560976,NA,"0"
"40",10327223,4,"The device of claim 3 wherein said network data processing means further comprises an error handling mechanism to detect and report data packets with erroneous data packet headers.",1,28,5,180,0.178571428571429,28,0.414634146341463,143.336951219512,0.222682926829268,11.2714285714286,15.9031890086143,22.0535714285714,22.8485714285714,NA,"0"
"41",10327223,5,"The device of claim 4 wherein said network data processing means further comprises a means for data processing which is capable of sending and receiving data packets over a single physical link at network layer 2 and above.",1,38,8,223,0.210526315789474,38,0.528455284552846,123.557682926829,5.46577235772358,15.2842105263158,19.2871865203773,18.7571052631579,25.2102631578947,NA,"0"
"42",10327223,6,"A method for improving network data packet handling comprising the steps of: storing data protocol speci_c data packet header _eld information in a data register, decoding the header data of an incoming data packet, determining the data protocol type of said data packet, extracting desired _elds of said data packet header based upon said data protocol speci_c data packet _eld header information, and routing said data packet to its intended destination. ",2,71,15,457,0.211267605633803,35.5,1.1219512195122,75.8854268292683,11.4940243902439,14.2845070422535,18.7741,22.1032394366197,26.6364788732394,NA,"0"
"43",10327223,7,"The method of claim 6, wherein after said determining the data protocol type step but before the extracting step also comprises the step of retrieving packet header format characteristics From said data register. ",2,33,8,213,0.242424242424242,16.5,0.504065040650406,147.443597560976,-3.2070325203252,6.6969696969697,14.5545925495578,22.1990909090909,17.2209090909091,NA,"0"
"44",10327223,8,"The method of claim 7 wherein said data packet comprises a data packet encoded with one of the following data protocols selected from the group of Resilient Packet Ring, 802.3 Ethernet, POS‹PPP, lpv4/MPLS, GFP encapsulation and Ethernet in PPP.",1,1,0,244,0,1,0.00813008130081301,205.132195121951,-15.1040650406504,0.4,3.1291,1421.06,1128.31,NA,"0"
"45",10327223,9,"The method of claim 6 wherein said data register is updatcable.",1,11,2,63,0.181818181818182,11,0.154471544715447,182.601707317073,-9.47723577235772,4.47272727272727,11.2081432601887,17.9063636363636,11.0454545454545,NA,"0"
"46",10327223,10,"A device for improved data header extraction, compt¥iSlng the following: a dedicated con_guration component means for con_guring only packet header characteristics for at least one data protocol, said packet header characteristics including at least header _eld length, header _eld location and header _eld type, a programmable header processor logic block means controlled by said con_guration component means. a data register means for storing header information for use in header _eld extraction by said programmable header processor logic block, and at least one _eld offset stored for said protocol speci_c header information, counting said _eld offset from the start of said data packet.",1,1,0,693,0,1,0.00813008130081301,205.132195121951,-15.1040650406504,0.4,3.1291,4065.67,3243.1,NA,"0"
"47",10647595,1,"A method for determining applicable con_guration information for use in analysis of a computer aided design, comprising: generating a state machine using information contained in a plurality of con_guration commands; applying a design element name, associated with a design element, to the state machine; and generating with the state machine a list including con_guration information applicable to the design element,",1,60,24,418,0.4,60,1.10569105691057,52.3935365853659,20.8571544715447,24.16,31.1157268063874,25.2286666666667,41.383,NA,"0"
"48",10647595,2,"The method of claim 1, wherein the state machine is compiled by determining, from a set of regular expressions associated with the con_guration commands, a set of states and transitions between the states that are matched against characters of the design element name to determine zero or more regular expressions that match the design element name, wherein any of the regular expressions have associated therewith one or more corresponding configuration commands applicable to the design element name.",1,77,22,502,0.285714285714286,77,1.2520325203252,22.7580487804878,29.2139837398374,30.9142857142857,29.9242551590955,22.5958441558442,47.7767532467533,NA,"0"
"49",10647595,3,"The method of claim 1, wherein the design element name is associated with a net in the design.",1,18,2,94,0.111111111111111,18,0.227642276422764,169.306463414634,-5.88382113821138,7.24444444444444,11.2081432601887,14.9422222222222,12.1666666666667,NA,"0"
"50",10647595,4,"The method of claim 3, wherein the state machine generates the list by evaluating regular expressions, associated with each net of interest in the design, to determine an accepting state for each of the regular expressions, wherein each accepting state has associated therewith one or more corresponding ones of the con_guration commands applicable to net names in the design.",1,59,17,376,0.288135593220339,59,0.926829268292683,68.540243902439,18.3565853658537,23.7152542372881,26.6833563032671,21.731186440678,38.0862711864407,NA,"0"
"51",10647595,5,"The method of claim 4, wherein each of the con_guration commands includes a command type _eld indicating the characteristic to which the command is applicable, and a value _eld indicating the value to which the design element corresponding to the design element name is to be set.",1,47,9,280,0.191489361702128,47,0.67479674796748,102.042195121951,10.7026016260163,18.8765957446809,20.2673388243366,19.2829787234043,30.1295744680851,NA,"0"
"52",10647595,6,"The method of claim 5, wherein each of the con_guration commands further includes a net name _eld comprising a regular expression indicating at least one speci_c net in the design to which a corresponding one of the configuration commands is applicable,",1,41,9,253,0.219512195121951,41,0.609756097560976,113.634634146341,7.59512195121951,16.4878048780488,20.2673388243366,20.5382926829268,28.1341463414634,NA,"0"
"53",10647595,7,"The method of claim 1, including the step of applying the con_guration commands to at least one net in the design, wherein the design element name is associated with the net.",1,31,4,174,0.129032258064516,31,0.398373983739837,141.66756097561,1.20081300813008,12.4516129032258,14.5545925495578,17.2503225806452,20.5067741935484,NA,"0"
"54",10647595,8,"The method of claim 1, wherein the design element name is a net name contained in a netlist associated with the design.",1,22,3,119,0.136363636363636,22,0.292682926829268,159.744024390244,-3.55634146341463,8.85454545454546,13.0238667986669,16.0459090909091,15.0468181818182,NA,"0"
"55",10647595,9,"A system for determining applicable con_guration information for use in analysis of a computer aided design, comprising: a _le containing a plurality of con_guration commands for setting values associated with nets in the design; a netlist containing a plurality of net names, each of which is associated with one of the nets; a processor; and a state machine, executed by the processor, that is compiled using information contained in a plurality of configuration commands, wherein, in response to input comprising one of the net names, the state machine generates a list including configuration information applicable to one of the nets corresponding to the input. ",2,104,32,667,0.307692307692308,52,1.70731707317073,9.61597560975611,24.8363414634146,20.9230769230769,25.9800850991155,21.9695192307692,34.7774038461539,NA,"0"
"56",10647595,10,"The system of claim 9, wherein the state machine is compiled by determining, from a set of regular expressions associated with the configuration commands, a set of states and transitions between the states that are matched against characters of a net name to determine zero or more regular expressions that match the net name, wherein any of the regular expressions thus determined have associated therewith one or more corresponding ones of the con_guration commands applicable to the net name.",1,79,20,495,0.253164556962025,79,1.22764227642276,22.7914634146342,29.7061788617886,31.7012658227848,28.6772780172285,21.1018987341772,47.5820253164557,NA,"0"
"57",10647595,11,"The system of claim 10, wherein each of the con_guration commands includes a command type _eld indicating a characteristic to which the command is applicable, and a value _eld indicating the value to which the net corresponding to the net name is to be set.",1,45,7,257,0.155555555555556,45,0.609756097560976,109.574634146341,9.15512195121951,18.0622222222222,18.2436059462756,17.8317777777778,27.9693333333333,NA,"0"
"58",10647595,12,"The system of claim 11, wherein each of the con_guration commands further includes a net name field indicating a speci_c net to which a corresponding one of the con_guration commands is applicable. ",2,32,6,198,0.1875,16,0.463414634146341,151.390121951219,-3.88170731707317,6.475,13.0238667986669,20.625625,15.713125,NA,"0"
"59",10647595,13,"A method for determining applicable con_guration information for use in analysis of a computer aided design, comprising: generating a state machine using information contained in a plurality of con_guration commands, wherein, in response to input comprising a net name associated with a net in the design, the state machine generates a list including configuration information applicable to the net; wherein the state machine is compiled by determining, from a set of regular expressions associated with the configuration commands, a set of states and transitions between the states that are matched against characters of the net name to determine zero or more regular expressions that match the net name, wherein any of the regular expressions thus determined have associated therewith one or more corresponding con_guration commands applicable to the net name; wherein each of the con_guration commands includes a command type _eld indicating the type of entity to which the command is applicable, and a value _eld indicating the value to which the net corresponding to the net name is to be set; applying a net name, associated with the design, to the state machine to generate the list; and applying the con_guration commands in the list to at least one of the nets in the design.",1,206,53,1284,0.257281553398058,206,3.20325203252033,-273.250121951219,102.54837398374,82.5029126213592,44.7185206499682,20.9109708737864,110.927475728155,NA,"0"
"60",10647595,14,"The method of claim 13, wherein each of the con_guration commands further includes a net name _eld indicating a speci_c net in the design to which a corresponding one of the con_guration commands is applicable.",1,35,6,210,0.171428571428571,35,0.495934959349593,129.353902439024,3.9120325203252,14.0685714285714,17.1224134031937,19.5314285714286,24.33,NA,"0"
"61",10647595,15,"A system for determining applicable con_guration information for use i in analysis of a computer aided design, comprising: means for generating a state machine using information contained in a plurality of con_guration commands, wherein, in response to input comprising a design element name associated with a net in the design, the state machine generates a list including the con_guration I 1 information applicable to the net; and means for applying the design element name to the state machine to generate the list.",1,82,26,519,0.317073170731707,82,1.34959349593496,9.42939024390246,32.3152032520325,32.9268292682927,32.258504731302,21.4757317073171,49.3808536585366,NA,"0"
"62",10647595,16,"The system of claim 15, wherein each of the con_guration commands includes a command type _eld indicating the type of entity to which the command is E i applicable and a value _eld indicating the value to which the design element corresponding to the design element name is to be set, and wherein the state machine is compiled by determining, from a set of regular expressions associated with the con_guration commands, a set of states and transitions between the states that are matched against characters of the design element name to determine zero or more ) regular expressions that match the net name, wherein any of the regular expressions thus determined have associated therewith one or more corresponding con_guration commands applicable to the design element name.",1,126,31,774,0.246031746031746,126,1.91869918699187,-83.3769512195122,56.1906504065041,50.4984126984127,34.9363251226038,20.3790476190476,70.5028571428572,NA,"0"
"63",10647595,17,"The system of claim 16, wherein each of the con_guration commands further includes a net name _eld indicating a speci_c net to which a corresponding i one of the con_guration commands is applicable.",1,33,6,198,0.181818181818182,33,0.471544715447154,133.447317073171,2.84422764227642,13.2727272727273,17.1224134031937,19.5309090909091,23.33,NA,"0"
"64",10647595,18,"A software product comprising instructions, stored on computer- readable media, wherein the instructions, when executed by a computer, perform steps for determining applicable con_guration information for use in analysis of a computer aided design, comprising: 1001112274 14 *** PAGE 5 *** instructions for generating a state machine using information contained in a plurality of con_guration commands, wherein, in response to input comprising a net name associated with a net in the design, the state machine generates a list including the con_guration information applicable to the net; instructions for applying a net name, associated with the design, to the state machine to generate the list; and instructions for applying the con_guration commands in the list to at least one net in the design.",1,122,37,800,0.30327868852459,122,1.94308943089431,-81.3803658536585,54.9184552845528,48.9213114754098,37.8783789853257,22.8204918032787,70.4552459016393,NA,"0"
"65",10647595,19,"The software product of claim 18, wherein the instructions for generating the state machine cause the state machine to be compiled by determining, from a set of regular expressions associated with the configuration commands, a set of states and transitions between the states that are matched against characters of the net name to determine zero or more regular expressions that match the net name, wherein any regular expressions thus determined have associated therewith one or more corresponding con_guration commands applicable to the net name.",1,84,24,548,0.285714285714286,84,1.34959349593496,7.39939024390246,33.0952032520325,33.7142857142857,31.1157268063874,22.6216666666667,51.2971428571429,NA,"0"
"66",10647595,20,"The software product of claim 18, wherein the instructions for generating the state machine cause the con_guration commands to be applied to at least one net in the design. ",2,29,5,173,0.172413793103448,14.5,0.398373983739837,158.41506097561,-5.23418699186992,5.86896551724138,12.1617449614717,19.3162068965517,13.9175862068966,NA,"0"
"67",11664311,1,"(original) An adhesive sheet comprising an insulating layer and an adhesive layer on one or each side of the insulating layer, wherein the insulating layer has a storage elasticity modulus ratio Eê2/Eê1 of 0.2 or less where Eêl is a storage elasticity modulus at 25çC and Eê2 is a storage elasticity modulus at 380çC, the insulating layer has a coef_cient of thermal expansion in the MD direction in a range of 5 to 15 ppm _om 100çC to 200çC, and a change in the coef_cient of thermal expansion of the adhesive sheet from 100çC to 250çC is 2.5ppm or less in a tension direction in which the tension is applied, and a change in the coef_cient of thermal expansion of the adhesive sheet from 100çC to 250çC is IOppm or less in a direction perpendicular to the tension direction, where the change in the coef_cient of thermal expansion is calculated by Equation (1): Change in Coef_cient of Thermal Expansion = |(First Measured Value of Coef_cient of Thermal Expansion) - (Second Measured Value of Coef_cient of Thermal Expansion)| (1) where the measurements are carried out with the adhesive sheet that has been heat‹treated at a temperature of 380çC for 30 sec under tension of 20kg/m.",1,1,0,1184,0,1,0.00813008130081301,205.132195121951,-15.1040650406504,0.4,3.1291,6957.66,5555.71,NA,"0"
"68",11664311,2,"(Currently amended) The laminate adhesive sheet as set forth in claim 1 wherein a peak top temperature of tan 5 in measuring dynamic Viscoelasticity of the insulating layer is in a range of 300 to 4000C, and tan 8 > 0.1.",2,41,9,220,0.219512195121951,20.5,0.560975609756098,138.568963414634,-0.975487804878047,8.28780487804878,15.247664890283,15.790243902439,14.0931707317073,NA,"0"
"69",11664311,3,"(Currently amended) The adhesive sheet as set forth in claim 1 91‹2, wherein the insulating layer is a polyimide layer.",1,1,0,119,0,1,0.00813008130081301,205.132195121951,-15.1040650406504,0.4,3.1291,684.81,539.56,NA,"0"
"70",11664311,4,"(original) The adhesive sheet as set forth in claim 3, wherein raw materials of the polyimide layer include 2,2-bisaminophenoxyphenylpropane by 10 to 50mol%, p- phenylenediamine by 30 to 60mol%, and an oxydianiline by 10 to 30mol% with respect to a diamine component.",1,42,10,267,0.238095238095238,42,0.67479674796748,107.117195121951,8.75260162601626,16.8952380952381,21.1943899229434,21.6364285714286,29.5121428571429,NA,"0"
"71",11664311,5," (original) The adhesive sheet as set forth in claim 4, wherein the oxydianiline is 3,4ê-oxydianiline.",1,1,0,102,0,1,0.00813008130081301,205.132195121951,-15.1040650406504,0.4,3.1291,584.68,459.49,NA,"0"
"72",11664311,6," (Currently amended) The adhesive sheet as set forth in MM wherein the raw materials of the polyimide layer includes pyromellitic dianhydride by 60 to 95mol%, and 3,3ê,4,4ê‹benzophenonetetracarboxylic dianhydride and/or 3,3 ê,4,4ê- biphenyltetracarboxylic dianhydride by 5 to 40mol% with respect to an acid dianhydride component.",1,1,0,329,0,1,0.00813008130081301,205.132195121951,-15.1040650406504,0.4,3.1291,1921.71,1528.66,NA,"0"
"73",11664311,7," (Currently amended) The adhesive sheet as set forth in claim lelaims‹l‹te-_, wherein the adhesive layer contains a polyimide-based adhesive.",1,1,0,141,0,1,0.00813008130081301,205.132195121951,-15.1040650406504,0.4,3.1291,814.39,643.18,NA,"0"
"74",11664311,8," (Currently amended) The adhesive sheet as set forth in claim lelaims-l‹te‹i, wherein the adhesive layer contains a straight-chained thermoplastic polyimide and/or a 3‹dimensioally crosslinking polyimide.",1,1,0,204,0,1,0.00813008130081301,205.132195121951,-15.1040650406504,0.4,3.1291,1185.46,939.91,NA,"0"
"75",11664311,9," (Currently amended) The adhesive sheet as set forth in claim lelaims‹l‹te-S, wherein the adhesive sheet is used after being laminated with a metal layer on one or each adhesive layer by applying heat and pressure.",1,1,0,214,0,1,0.00813008130081301,205.132195121951,-15.1040650406504,0.4,3.1291,1244.36,987.01,NA,"0"
"76",11664311,10," (Currently amended) A two-layer copper-clad laminate prepared by laminating a metal conductive foil on one or each side of adhesive sheet as set forth in claim lelaims‹l‹te-9 by applying heat and pressure.",1,1,0,206,0,1,0.00813008130081301,205.132195121951,-15.1040650406504,0.4,3.1291,1197.24,949.33,NA,"0"
"77",12036253,1,"A structure; composite insulated panel comprising: a plurality of truss members arrayed in substantially parallel relation at a substantiaiiy equal interval so as to define a plurality of cells therebetween. an insulating member disposed in each of the plurality of cells, the panel having two opposing elongated side panel surfaces defined by side surfaces of the plmality of cells, and two opposing end panel surfaces defined by the respective encl surfaces of two outermost cells of the panel, the two side panel surfaces being substantially perpendicular to the two end panel surfaces and the plurality of truss members; a single pair of prismatic members, each being paraller engaged to the respective side panel surfaces; a pair of locking members. each being at the respective end panel surfaces and engaged thereat to the pair of prismatic members so as to provide compressive locking tension to the insulating members and the plurality of trusses in the panel.",3,155,46,969,0.296774193548387,51.6666666666667,2.40650406504065,-49.1969105691057,32.9567479674797,20.785376344086,25.4989578448769,21.0161935483871,33.8484301075269,NA,"0"
"78",12036253,2," The panel as in Claim 1, wherein the pair of prismatic members is a pair of rods. ",2,18,1,83,0.0555555555555556,9,0.186991869918699,181.880487804878,-9.87349593495935,3.62222222222222,7.16862163009434,11.3261111111111,4.78833333333333,NA,"0"
