Application_Id,Claim_Id,Claim_text,No_sentences,No_words,No_complex_words,No_characters,Percent_complex_words,Av_w_sentence,Av_syllable_w,Flesch_Kincaid_Reading,Flesch_Kincaid_Grade,Gunning_Fog,SMOG,Coleman_Liau,ARI,Lexical_density,Granted
10647595,1,"A method for determining applicable con_guration information for use in analysis of a computer aided design, comprising: generating a state machine using information contained in a plurality of con_guration commands; applying a design element name, associated with a design element, to the state machine; and generating with the state machine a list including con_guration information applicable to the design element,",,,,,,,,,,,,,,,
10647595,2,"The method of claim 1, wherein the state machine is compiled by determining, from a set of regular expressions associated with the con_guration commands, a set of states and transitions between the states that are matched against characters of the design element name to determine zero or more regular expressions that match the design element name, wherein any of the regular expressions have associated therewith one or more corresponding configuration commands applicable to the design element name.",,,,,,,,,,,,,,,
10647595,3,"The method of claim 1, wherein the design element name is associated with a net in the design.",,,,,,,,,,,,,,,
10647595,4,"The method of claim 3, wherein the state machine generates the list by evaluating regular expressions, associated with each net of interest in the design, to determine an accepting state for each of the regular expressions, wherein each accepting state has associated therewith one or more corresponding ones of the con_guration commands applicable to net names in the design.",,,,,,,,,,,,,,,
10647595,5,"The method of claim 4, wherein each of the con_guration commands includes a command type _eld indicating the characteristic to which the command is applicable, and a value _eld indicating the value to which the design element corresponding to the design element name is to be set.",,,,,,,,,,,,,,,
10647595,6,"The method of claim 5, wherein each of the con_guration commands further includes a net name _eld comprising a regular expression indicating at least one speci_c net in the design to which a corresponding one of the configuration commands is applicable,",,,,,,,,,,,,,,,
10647595,7,"The method of claim 1, including the step of applying the con_guration commands to at least one net in the design, wherein the design element name is associated with the net.",,,,,,,,,,,,,,,
10647595,8,"The method of claim 1, wherein the design element name is a net name contained in a netlist associated with the design.",,,,,,,,,,,,,,,
10647595,9,"A system for determining applicable con_guration information for use in analysis of a computer aided design, comprising: a _le containing a plurality of con_guration commands for setting values associated with nets in the design; a netlist containing a plurality of net names, each of which is associated with one of the nets; a processor; and a state machine, executed by the processor, that is compiled using information contained in a plurality of configuration commands, wherein, in response to input comprising one of the net names, the state machine generates a list including configuration information applicable to one of the nets corresponding to the input. ",,,,,,,,,,,,,,,
10647595,10,"The system of claim 9, wherein the state machine is compiled by determining, from a set of regular expressions associated with the configuration commands, a set of states and transitions between the states that are matched against characters of a net name to determine zero or more regular expressions that match the net name, wherein any of the regular expressions thus determined have associated therewith one or more corresponding ones of the con_guration commands applicable to the net name.",,,,,,,,,,,,,,,
10647595,11,"The system of claim 10, wherein each of the con_guration commands includes a command type _eld indicating a characteristic to which the command is applicable, and a value _eld indicating the value to which the net corresponding to the net name is to be set.",,,,,,,,,,,,,,,
10647595,12,"The system of claim 11, wherein each of the con_guration commands further includes a net name field indicating a speci_c net to which a corresponding one of the con_guration commands is applicable. ",,,,,,,,,,,,,,,
10647595,13,"A method for determining applicable con_guration information for use in analysis of a computer aided design, comprising: generating a state machine using information contained in a plurality of con_guration commands, wherein, in response to input comprising a net name associated with a net in the design, the state machine generates a list including configuration information applicable to the net; wherein the state machine is compiled by determining, from a set of regular expressions associated with the configuration commands, a set of states and transitions between the states that are matched against characters of the net name to determine zero or more regular expressions that match the net name, wherein any of the regular expressions thus determined have associated therewith one or more corresponding con_guration commands applicable to the net name; wherein each of the con_guration commands includes a command type _eld indicating the type of entity to which the command is applicable, and a value _eld indicating the value to which the net corresponding to the net name is to be set; applying a net name, associated with the design, to the state machine to generate the list; and applying the con_guration commands in the list to at least one of the nets in the design.",,,,,,,,,,,,,,,
10647595,14,"The method of claim 13, wherein each of the con_guration commands further includes a net name _eld indicating a speci_c net in the design to which a corresponding one of the con_guration commands is applicable.",,,,,,,,,,,,,,,
10647595,15,"A system for determining applicable con_guration information for use i in analysis of a computer aided design, comprising: means for generating a state machine using information contained in a plurality of con_guration commands, wherein, in response to input comprising a design element name associated with a net in the design, the state machine generates a list including the con_guration I 1 information applicable to the net; and means for applying the design element name to the state machine to generate the list.",,,,,,,,,,,,,,,
10647595,16,"The system of claim 15, wherein each of the con_guration commands includes a command type _eld indicating the type of entity to which the command is E i applicable and a value _eld indicating the value to which the design element corresponding to the design element name is to be set, and wherein the state machine is compiled by determining, from a set of regular expressions associated with the con_guration commands, a set of states and transitions between the states that are matched against characters of the design element name to determine zero or more ) regular expressions that match the net name, wherein any of the regular expressions thus determined have associated therewith one or more corresponding con_guration commands applicable to the design element name.",,,,,,,,,,,,,,,
10647595,17,"The system of claim 16, wherein each of the con_guration commands further includes a net name _eld indicating a speci_c net to which a corresponding i one of the con_guration commands is applicable.",,,,,,,,,,,,,,,
10647595,18,"A software product comprising instructions, stored on computer- readable media, wherein the instructions, when executed by a computer, perform steps for determining applicable con_guration information for use in analysis of a computer aided design, comprising: 1001112274 14 *** PAGE 5 *** instructions for generating a state machine using information contained in a plurality of con_guration commands, wherein, in response to input comprising a net name associated with a net in the design, the state machine generates a list including the con_guration information applicable to the net; instructions for applying a net name, associated with the design, to the state machine to generate the list; and instructions for applying the con_guration commands in the list to at least one net in the design.",,,,,,,,,,,,,,,
10647595,19,"The software product of claim 18, wherein the instructions for generating the state machine cause the state machine to be compiled by determining, from a set of regular expressions associated with the configuration commands, a set of states and transitions between the states that are matched against characters of the net name to determine zero or more regular expressions that match the net name, wherein any regular expressions thus determined have associated therewith one or more corresponding con_guration commands applicable to the net name.",,,,,,,,,,,,,,,
10647595,20,"The software product of claim 18, wherein the instructions for generating the state machine cause the con_guration commands to be applied to at least one net in the design. ",,,,,,,,,,,,,,,
11664311,1,"(original) An adhesive sheet comprising an insulating layer and an adhesive layer on one or each side of the insulating layer, wherein the insulating layer has a storage elasticity modulus ratio Eê2/Eê1 of 0.2 or less where Eêl is a storage elasticity modulus at 25çC and Eê2 is a storage elasticity modulus at 380çC, the insulating layer has a coef_cient of thermal expansion in the MD direction in a range of 5 to 15 ppm _om 100çC to 200çC, and a change in the coef_cient of thermal expansion of the adhesive sheet from 100çC to 250çC is 2.5ppm or less in a tension direction in which the tension is applied, and a change in the coef_cient of thermal expansion of the adhesive sheet from 100çC to 250çC is IOppm or less in a direction perpendicular to the tension direction, where the change in the coef_cient of thermal expansion is calculated by Equation (1): Change in Coef_cient of Thermal Expansion = |(First Measured Value of Coef_cient of Thermal Expansion) - (Second Measured Value of Coef_cient of Thermal Expansion)| (1) where the measurements are carried out with the adhesive sheet that has been heat‹treated at a temperature of 380çC for 30 sec under tension of 20kg/m.",,,,,,,,,,,,,,,
11664311,2,"(Currently amended) The laminate adhesive sheet as set forth in claim 1 wherein a peak top temperature of tan 5 in measuring dynamic Viscoelasticity of the insulating layer is in a range of 300 to 4000C, and tan 8 > 0.1.",,,,,,,,,,,,,,,
11664311,3,"(Currently amended) The adhesive sheet as set forth in claim 1 91‹2, wherein the insulating layer is a polyimide layer.",,,,,,,,,,,,,,,
11664311,4,"(original) The adhesive sheet as set forth in claim 3, wherein raw materials of the polyimide layer include 2,2-bisaminophenoxyphenylpropane by 10 to 50mol%, p- phenylenediamine by 30 to 60mol%, and an oxydianiline by 10 to 30mol% with respect to a diamine component.",,,,,,,,,,,,,,,
11664311,5," (original) The adhesive sheet as set forth in claim 4, wherein the oxydianiline is 3,4ê-oxydianiline.",,,,,,,,,,,,,,,
11664311,6," (Currently amended) The adhesive sheet as set forth in MM wherein the raw materials of the polyimide layer includes pyromellitic dianhydride by 60 to 95mol%, and 3,3ê,4,4ê‹benzophenonetetracarboxylic dianhydride and/or 3,3 ê,4,4ê- biphenyltetracarboxylic dianhydride by 5 to 40mol% with respect to an acid dianhydride component.",,,,,,,,,,,,,,,
11664311,7," (Currently amended) The adhesive sheet as set forth in claim lelaims‹l‹te-_, wherein the adhesive layer contains a polyimide-based adhesive.",,,,,,,,,,,,,,,
11664311,8," (Currently amended) The adhesive sheet as set forth in claim lelaims-l‹te‹i, wherein the adhesive layer contains a straight-chained thermoplastic polyimide and/or a 3‹dimensioally crosslinking polyimide.",,,,,,,,,,,,,,,
11664311,9," (Currently amended) The adhesive sheet as set forth in claim lelaims‹l‹te-S, wherein the adhesive sheet is used after being laminated with a metal layer on one or each adhesive layer by applying heat and pressure.",,,,,,,,,,,,,,,
11664311,10, (Currently amended) A two-layer copper-clad laminate prepared by laminating a metal conductive foil on one or each side of adhesive sheet as set forth in claim lelaims‹l‹te-9 by applying heat and pressure.,,,,,,,,,,,,,,,
12036253,1,"A structure; composite insulated panel comprising: a plurality of truss members arrayed in substantially parallel relation at a substantiaiiy equal interval so as to define a plurality of cells therebetween. an insulating member disposed in each of the plurality of cells, the panel having two opposing elongated side panel surfaces defined by side surfaces of the plmality of cells, and two opposing end panel surfaces defined by the respective encl surfaces of two outermost cells of the panel, the two side panel surfaces being substantially perpendicular to the two end panel surfaces and the plurality of truss members; a single pair of prismatic members, each being paraller engaged to the respective side panel surfaces; a pair of locking members. each being at the respective end panel surfaces and engaged thereat to the pair of prismatic members so as to provide compressive locking tension to the insulating members and the plurality of trusses in the panel.",,,,,,,,,,,,,,,
12036253,2," The panel as in Claim 1, wherein the pair of prismatic members is a pair of rods. ",,,,,,,,,,,,,,,
12036253,3, The panel as in Claim 2 wherein both ofthe locking members are integraily formed with the prismatic member so as to form a closed double U‹ shaped belt.,,,,,,,,,,,,,,,
12036253,4, The panel as in Claim 1 wherein the locking members are sheet metal clips. ,,,,,,,,,,,,,,,
12036253,5," The panel as in Claim 1 wherein the locking members are clipping ties, the clipping ties having a plurality of protrusions thereon for engaging the channels and retaining the clipping ties therein. ",,,,,,,,,,,,,,,
12036253,6, The panel as in Claim 1 wherein at least one of the truss members is a ladder truss member having a pair of spaced‹apart elongated parallel first ladder truss bars and a plurality of spaced apart elongated second ladder truss bars extending therebetween in perpendicular relationship to the first ladder truss bars to form a ladder configuration,,,,,,,,,,,,,,,
12036253,7, The panel as in Claim 1 wherein at least one of the truss members is a warren truss member having a pair of spaced~apart elongated parallel _rst warren truss bars and a second warren truss bar extending at an angle therebetween in a zigzag configuration.,,,,,,,,,,,,,,,
11143716,1, (original)A semiconductor device comprising: (a) an SOl substrate having a SOI layer formed on a supporting substrate through a BOX layer; A(b) a _rst region formed in said SOI layer and having a first conductivity type; (c) a second region formed in said SOI layer and having a second conductivity type; (d) a first MISFET formed in said first region of said SOI layer and having a channel with said second conductivity type; and (e) a second MISFET formed in said second region of said SOI layer and having a channel with said first conductivity type. wherein said BOX layer in said _rst region has a fixed charge.,,,,,,,,,,,,,,,
11143716,2,"(original) The semiconductor device according to claim 1, wherein the _xed charge is nitrogen.",,,,,,,,,,,,,,,
11143716,3,"(original) The semiconductor device according to claim 2, wherein said BOX layer in said first region contains oxynitride silicon.",,,,,,,,,,,,,,,
11143716,4," (original)The semiconductor device according to claim 1, wherein said fixed charge is indium. ",,,,,,,,,,,,,,,
11143716,5,"(original) The semiconductor device according to claim 4, wherein said BOX layer in said first region contains indium oxide silicon. ",,,,,,,,,,,,,,,
11143716,6," (original) A semiconductor device comprising: (a) a SOl substrate having a 80] layer formed on a supporting substrate through a BOX layer; (b) a first region formed in said SOl layer and having a first conductivity type; (c) a second region formed in said SOI layer and having a second conductivity type; ~ (d) a first MISFET formed in said first region of said SOI layer and having a channel with said second conductivity type; (e) a second MISFET formed in said second region of said SOl layer and having a channel with said first conductivity type; and (f) a fixed charge induced in said BOX layer under said second region, wherein each gate electrode of said first and second MlSFETs is made of such a gate material that a predetermined threshold voltage can be obtained in said first MlSFET. ",,,,,,,,,,,,,,,
11143716,7," (original) The semiconductor device according to claim 6, wherein a concentration of said _xed charge is equal to or more than 1017 cm'3.",,,,,,,,,,,,,,,
11143716,8,"(original) The semiconductor device according to claim 6, wherein if a channel of the first MlSFET is a p type. said gate material is molybdenum or ruthenium.",,,,,,,,,,,,,,,
11143716,9,"(original) The semiconductor device according to claim 8, wherein said _xed charge induced in said BOX layer under said second region is a positive charge.",,,,,,,,,,,,,,,
11143716,10,(original) The semiconductor device according to claim 9. wherein said positive charge is nitrogen. ,,,,,,,,,,,,,,,
11143716,11,1(original) The semiconductor device according to claim 6. wherein if a channel of said _rst MISFET is an n type. said gate material is platinum or lead.,,,,,,,,,,,,,,,
11143716,12,"(original) The semiconductor device according to claim 1 1, wherein said fixed charge formed in said BOX layer under said second region is a negative charge. ",,,,,,,,,,,,,,,
11143716,13," (original) The semiconductor device according to claim 12, wherein said negative charge is indium. ",,,,,,,,,,,,,,,
11143716,14,"(original) The semiconductor device according to claim 6, wherein said gate material is polycrystalline silicon having said second conductivity type.",,,,,,,,,,,,,,,
11143716,15,"(original) A semiconductor device comprising: (a) a SOl substrate having a SOl layer formed on a supporting substrate through a BOX layer; (b) a first region formed in said 80] layer and having a _rst conductivity type; (c) a third region formed in said SOl layer and having said first conductivity type; (d) a first MISFET formed in said first region of said SOI layer and having a channel with a second conductivity type; (6) a third MISFET formed in said third region of said SOI layer and having a channel with said second conductivity type; and (f) a fixed charge induced in said BOX layer under said third region, wherein each gate electrode of said first and third MlSFETs is made of such a gate material that a predetermined threshold voltage can be obtained in said first MISFET.",,,,,,,,,,,,,,,
11143716,16,"(origina|) The semiconductor device according to claim 15, wherein a concentration of said _xed charge is equal to or more than 1017 cm'3.",,,,,,,,,,,,,,,
11143716,17,"(original) The semiconductor device according to claim  wherein if each channel of said _rst and third MlSFETs is a p type, said _xed charge induced in said BOX layer under said third region is a positive charge.",,,,,,,,,,,,,,,
11143716,18,"(origina|) The semiconductor device according to claim 17, wherein said positive charge is nitrogen.",,,,,,,,,,,,,,,
11143716,19,"19t(original) The semiconductor device according to claim 1 wherein if each channel of said first and third MlSFETs are an n type, said fixed charge induced in said BOX layer under said third region is a negative charge.",,,,,,,,,,,,,,,
11143716,20,(original) The semiconductor device according to claim  wherein said negative charge is indium.,,,,,,,,,,,,,,,
11143716,21,"21 .(original) A manufacturing method for a semiconductor device in which first and second MISFETs are formed over a SOl substrate having a SOI layer formed over a supporting substrate through a BOX layer, the method comprising the steps of: (a) forming _rst and second active regions surrounded by a device isolation in said SOl layer; (b) ion-implanting a _rst conductivity type impurity into said first active region to form a first well; (c) ion-implanting a second conductivity type impurity into said second active region to form a second well; (d) ion-implanting an impurity into said BOX layer under said second well to form a fixed charge in said BOX layer; (e) forming gate insulators of said _rst and second MlSFETs over a surface of said SOI layer; *** PAGE 6 *** (f) forming gate electrodes of said _rst and second MISFETs over said gate insulators; (g) ion-implanting said second conductivity type impurity into said first well to form source and drain for said first MISFET; and (h) ion-implanting said first conductivity type impurity into said second well to form source and drain for said second MlSFET.",,,,,,,,,,,,,,,
11143716,22,Claims 22-39 (canceled),,,,,,,,,,,,,,,
11507855,1, A childrenês dental mirror comprising a mirror and an integral timer.,,,,,,,,,,,,,,,
11507855,2, The childrenês dental mirror of claim 1 _irther wherein the timer is between about 2 and about 3 minutes. ,,,,,,,,,,,,,,,
11507855,3, The childrenês dental mirror of claim 2 further wherein the timer is between 2 and 3 minutes.,,,,,,,,,,,,,,,
11507855,4, The childrenês dental mirror of claim 1 further including at least one light that pulsates to the timer.,,,,,,,,,,,,,,,
11507855,5, The childrenês dental mirror of claim 4 further including a plurality of lights around the circumference of the mirror that pulsate to the timer.,,,,,,,,,,,,,,,
11507855,6, The children's dental mirror of claim 1 further including an audio sound byte. ,,,,,,,,,,,,,,,
11507855,7, The childrenês dental mirror of claim 6 further including a plurality of audio sound bytes that can be selected.,,,,,,,,,,,,,,,
11507855,8, The childrenês dental mirror of claim 1 further wherein the mirror is an image enlarging mirror.,,,,,,,,,,,,,,,
11507855,9, The childrenês dental mirror of claim 1 further wherein the mirror is made of non-breakable material. ,,,,,,,,,,,,,,,
11507855,10, The childrenês dental mirror of claim 1 further including suction cup fasteners provided on the back. ,,,,,,,,,,,,,,,
11507855,11, The childrenês dental mirror of claim I further including at least one integral toothbrush holder.,,,,,,,,,,,,,,,
11507855,12, A childrenês dental mirror comprising a mirror and at least one light that pulsates to a timer. ,,,,,,,,,,,,,,,
11507855,13, The childrenês dental minor of claim 12 further wherein the timer is between about 2 and about 3 minutes.,,,,,,,,,,,,,,,
11507855,14, The childrenês dental mirror of claim 13 further wherein the timer is between 2 and 3 minutes. 1,,,,,,,,,,,,,,,
11507855,15,The childrenês dental mirror of claim 12 further including a plurality of lights around the circumference of the mirror that pulsate to the timer.,,,,,,,,,,,,,,,
11507855,16, The childrenês dental mirror of claim 12 _nther including an audio sound byte.,,,,,,,,,,,,,,,
11507855,17, The childrenês dental mirror of claim 16 further including a plurality of audio sound bytes that can be selected.,,,,,,,,,,,,,,,
11507855,18, The childrenês dental mirror of claim 12 further wherein the mirror is an image enlarging mirror.,,,,,,,,,,,,,,,
11507855,19, The childrenês dental mirror of claim 12 further wherein the mirror is made of non-breakable material. ,,,,,,,,,,,,,,,
11507855,20, The childrenês dental mirror of claim 12 further including suction cup fasteners provided on the back.,,,,,,,,,,,,,,,
11507855,21, The childrenês dental mirror of claim 12 further including at least one integral toothbrush holder. ,,,,,,,,,,,,,,,
11507855,22, A childrenês dental mirror comprising a mirror and an audio sound byte governed by a timer.,,,,,,,,,,,,,,,
11507855,23, The childrenês dental mirror of claim 22 further wherein the timer is between about 2 and about 3 minutes. ,,,,,,,,,,,,,,,
11507855,24, The children's dental mirror of claim 23 further wherein the timer is between 2 and 3 minutes.,,,,,,,,,,,,,,,
11507855,25, The childrenês dental mirror of claim 22 further including at least one light that pulsates to the timer.,,,,,,,,,,,,,,,
11507855,26, The childrenês dental min-or of claim 25 further including a plurality of lights around the circumference of the mirror that pulsate to the timer.,,,,,,,,,,,,,,,
11507855,27, The childrenês dental mirror of claim 22 further including a plurality of audio sound bytes that can be selected. ,,,,,,,,,,,,,,,
11507855,28, The childrenês dental mirror of claim 22 Ma wherein the minor is an image enlarging mirror. ,,,,,,,,,,,,,,,
11507855,29, The childrenês dental mirror of claim 22 further wherein the mirror is made of non‹breakable material. ,,,,,,,,,,,,,,,
11507855,30, The childrenês dental mirror of claim 22 further including suction cup fasteners provided on the back. ,,,,,,,,,,,,,,,
11507855,31, The childrenês dental mirror of claim 22 further including at least one integral toothth holder.,,,,,,,,,,,,,,,
10594947,1," A steering support member structure comprising a steering support member body constituted by a light alloy and con_gured to be arranged substantially in a vehicle width direction inside a front portion of a vehicle interior, said alloy-consiituted steering support member body being divided into a _rst member having a driver seat side portion and a central portion and a second member having a front passenger seat side portion.",,,,,,,,,,,,,,,
10594947,2," The steering support member structure set forth in claim 1, wherein a dividing portion of the light alloy-constituted steering support member body is provided with a connecting portion comprising a box-shaped insertion portion and a receiving portion into which the insertion portion is to be engaged substantially in the vehicle width direction.",,,,,,,,,,,,,,,
10594947,3,"The steering support member structure set forth in claim 2, wherein the receiving portion comprises a stopper face at a deep portion thereof, said stopper face being con_gured to restrict an engaged amount of the insertion portion, said insertion portion comprises a stepped portion lockable at an inlet portion of the receiving portion in a _tting direction, and said stepper face and said stepped portion enable insertion _tting.",,,,,,,,,,,,,,,
10594947,4," The steering support member structure set forth in claim 1, which further comprises an airbag module _tting portion provided at said steering support member body and wherein said steering support member body has a U'letter shaped section as viewed from a side and said airbag module _tting portion partially has an inverse U'letter shaped section.",,,,,,,,,,,,,,,
