Application_Id,Claim_Id,Claim_text,No_sentences,No_words,No_complex_words,No_characters,Percent_complex_words,Av_w_sentence,Av_syllable_w,Flesch_Kincaid_Reading,Flesch_Kincaid_Grade,Gunning_Fog,SMOG,Coleman_Liau,ARI,Lexical_density,Granted
12174479,11,The integrated circuit package of Claim 10 wherein bond pads of the power plane comprise die attach bond pads for electrical connection with an associated integrated circuit die.,,,,,,,,,,,,,,,1
12174479,12,The integrated circuit package of Claim ll further comprising an integrated circuit die mounted to the die attach bond pads of the package.,,,,,,,,,,,,,,,1
12174479,13,"An integrated circuit package comprising: a multi—layer package substrate configured for use without decoupling capacitors and arranged in a stripline configuration with a plurality of striplines, each stripline having at least one signal plane positioned between an associated pair of reference planes. the multi—layer package having an upper package surface and a lower package surface configured so that the upper package surface has a ﬁrst plane formed thereon wherein the ﬁrst plane comprises a reference plane of a ﬁrst stripline and the lower package surface having a second plane formed thereon wherein the second plane comprises one of a reference plane of a second stripline; a first dielectric layer formed over the upper package surface and first plane; a second dielectric layer formed over the lower package surface and second plane; a first supplemental plane formed on a top surface of the first dielectric layer, the first supplemental plane having a polarity opposite of the first plane, the ﬁrst supplemental plane being configured to include a decoupling capacitor; a second supplemental plane formed on a bottom surface of the second dielectric layer. the second supplemental plane having a polarity opposite of the second plane; and at least one decoupling capacitive element.",,,,,,,,,,,,,,,1
12174479,14,An integrated circuit package as in Claim 13 wherein the at least one decoupling capacitive element includes a discrete capacitor mounted to the first supplemental plane.,,,,,,,,,,,,,,,1
12174479,15,An integrated circuit package as in Claim 13 wherein the first dielectric layer comprises the at least one decoupling capacitive element and wherein the ﬁrst dielectric layer comprises a layer of high—K dielectric material.,,,,,,,,,,,,,,,1
12174479,16,An integrated circuit package as in Claim 13 wherein the first dielectric layer comprises the at least one decoupling capacitive element and wherein the ﬁrst dielectric layer comprises a layer of low—K dielectric material. Claim,,,,,,,,,,,,,,,1
12174479,17,An integrated circuit package as in Claim 14 wherein: the first plane comprises a ground plane of the first stripline wherein the second plane comprises a power plane of the second stripline; wherein the first supplemental plane comprises a power plane; and wherein the second supplemental plane comprises a ground plane.,,,,,,,,,,,,,,,1
12174479,18,"A method of forming an integrated circuit package with a decoupling capacitor using a package design configured for use without decoupling capacitor, the method comprising: providing an initial design for an integrated circuit package substrate wherein the design is configured for a package that does not use decoupling capacitors; forming a multi—layer package substrate in accordance with the initial design, wherein the formed substrate is arranged in a stripline configuration including at least two reference planes and an internal signal plane, and an upper package surface having a first plane formed thereon, the first plane comprising one of the reference planes and an array of bond pads that are electrically connected with the internal signal plane; forming a ﬁrst dielectric layer over the upper package surface wherein the ﬁrst dielectric layer includes an array of conductive vias formed therein, the vi as formed in registry with the array of bond pads of the upper package surface; forming a supplemental plane on a top surface of the ﬁrst dielectric layer, the supplemental plane having a polarity opposite of the first plane, the supplemental plane further including an array of top bond pads arranged in registry with the array of vias; and forming at least one decoupling capacitive element such that the capacitive element is electrically connected with the ﬁrst plane and the supplemental plane.",,,,,,,,,,,,,,,1
12174479,19,The method of Claim | 8 wherein forming the at least one decoupling capacitive element comprises mounting a decoupling capacitor on the top surface of the first dielectric layer such that the capacitor is electrically connected with the first plane and the supplemental plane. ,,,,,,,,,,,,,,,1
12174479,20,The method of Claim | 8 wherein forming the ﬁrst dielectric layer over the upper package surface comprises forming the first dielectric layer with a layer of high—K dielectric material; and wherein forming the at least one decoupling capacitive element comprises electrically connecting with the high—K dielectric layer so that the layer of high—K dielectric material operates as a decoupling capacitive element that is electrically connected with the first plane and the supplemental plane.,,,,,,,,,,,,,,,1
12174479,21,"The method of Claim | 8 wherein forming the multi—layer package substrate in accordance with the initial design includes providing a lower package surface having a second plane formed thereon. the second plane comprising one of the reference planes and an array of bond pads that are electrically connected with the internal signal plane; wherein the method further includes forming a second dielectric layer over the lower package surface wherein the second dielectric layer includes an array of conductive vias formed therein. the vias formed in registry with the array of bond pads of the lower package surface; and wherein the method further includes forming a second supplemental plane on a bottom surface of the second dielectric layer, the second supplemental plane further including an array of bottom bond pads arranged in registry with the array of vias, the array of bottom bond pads further configured to facilitate the mounting of the package substrate to an associated circuit substrate.",,,,,,,,,,,,,,,1
12174479,22,"A method of forming an integrated circuit package with a decoupling capacitor using a package design configured for use without decoupling capacitor, the method comprising: providing an initial design for an integrated circuit package substrate wherein the design is configured for use without decoupling capacitors wherein the initial design configuration includes a plurality of stripline layers wherein each stripline layer includes a pair of reference planes and at least one signal plane that lies between the reference planes, and wherein the package includes upper and lower package surfaces that each have bonding pad arrays arranged to facilitate electrical connection with said signal planes; modifying the initial design to form a modiﬁed design wherein the bonding pad arrays are replaced by corresponding via strap arrays arranged to facilitate electrical connection with said signal planes; forming a first dielectric layer over the upper package surface wherein the ﬁrst dielectric layer includes an array of conductive vias formed therein, the vias electrically connected with the via straps of the upper package surface; forming a second dielectric layer over the lower package surface wherein the second dielectric layer includes an array of conductive vias formed therein. the vias electrically connected with the via straps of the lower package surface; forming a first supplemental plane on a top surface of the ﬁrst dielectric layer, the first supplemental plane having an array of top bond pads arranged in registry with the array of vias, the first supplemental plane further conﬁgured to facilitate the mounting of a decoupling capacitor; forming a second supplemental plane on a bottom surface of the second dielectric layer, the second supplemental plane having an array of bottom bond pads arranged in registry with the array of vias of the second supplemental plane; and providing a decoupling capacitive element such that electrical connections with the capacitive element (10 not require reconﬁgiu'ation of electrical trace patterns of the signal planes of the stripline layers.",,,,,,,,,,,,,,,1
12174479,23,The method of Claim 22 wherein providing a decoupling capacitive element includes mounting a discrete decoupling capacitor on the package and electrically connecting the capacitor to the package.,,,,,,,,,,,,,,,1
12174479,24,The method of Claim 22 wherein providing a decoupling capacitive element includes forming the first dielectric layer using a high—K dielectric material such that the ﬁrst dielectric layer operates as a decoupling capacitive element that is electrically connected with the package.,,,,,,,,,,,,,,,1
12174479,25,"An integrated circuit package comprising: a multi-layer package substrate arranged with a pair of reference planes formed one over the other and separated by a dielectric material that includes a signal plane arranged between the reference planes, the reference planes comprising a power plan and a ground plane, one of the reference planes comprising a first reference plane formed on an upper portion of the package substrate. the ﬁrst reference plane comprising one of the power plane and the ground plane and configured having a plurality of conductive contacts; a supplemental dielectric layer formed over the upper package surface and the ﬁrst reference plane. the supplemental dielectric layer including a plurality of Vias arranged in registry with the plurality of conductive contacts of the first reference plane the vias being ﬁlled with conductive material and also including a Via arranged for connection with a decoupling capacitor the Via being filled With conductive material to form a capacitor connector to the first reference plane; a conductive supplemental plane having a polarity opposite of the first plane and being formed on the supplemental dielectric layer, the supplemental plane including a plurality of electrical contacts in registry with the Vias of the first reference plane and an opening conﬁgured to enable electrical contact between the capacitor connector to the first reference plane; and a decoupling capacitor mounted to the substrate and electrically connected with the first reference plane and the supplemental plane using at least the capacitor connector to the first reference plane wherein said electrical connections to the capacitor do not pass through the signal plane.",,,,,,,,,,,,,,,1
11731489,1,A method comprising: populating each proﬁle of a gee-spatial social network with an address data; forming a group in support of a campaign in the gee-spatial social network when a particular user creates the group in support of the campaign; and automatically communicating media to a physical location of a member of the group based on the address data associated with each profile of the gee-spatial social network.,,,,,,,,,,,,,,,1
11731489,2,"The method of claim 1 wherein the campaign is at least one of a political campaign, a charitable campaign, a religious campaign, and a fundraising campaign.",,,,,,,,,,,,,,,1
11731489,3,The method of claim 1 further comprising transforming each proﬁle of the geo- spatial social network into a wiki proﬁle in which any data in a particular profile is editable by any user of the geo-spatial social network until a particular user claims the particular profile at which time the particular profile becomes locked and the particular user who claims the particular profile decides who can view and edit the particular profile.,,,,,,,,,,,,,,,1
11731489,4,The method of claim 1 further comprising automatically creating the group based on a public data associated with each proﬁle of the gee-spatial social network even prior to certain users associated with each proﬁle registering in the geo- spatial social network by applying the public data to the each proﬁle.,,,,,,,,,,,,,,,1
11731489,5,"The method of claim 4 wherein the public data is at least one of a demographic data, a religion data, an ethnicity data, an interest data, a political affiliation data, an age data, a profession data, and a charitable contribution data.",,,,,,,,,,,,,,,1
11731489,6,The method of claim 5 further comprising seeding the address data with a telephone directory data compiled from public sources prior to launching the geo— spatial social network so as to seed interaction between group members of the geo-spatial social network at launch of the geo—spatial social network through both electronic and direct mail distribution channels.,,,,,,,,,,,,,,,1
11731489,7,The method of claim 1 further comprising: generating an electronic walkable map of a neighborhood which illustrates where members of the group reside so that a supporter of the group can tag each home visited with meta-data in the walkable map through a mobile device; and outputting the walkable map to a printing device in the gee-spatial social network.,,,,,,,,,,,,,,,1
11731489,8,"The method of claim 7 further comprising: forming, in the walkable map, a set of markers which indicate which particular residences and businesses are to have media delivered to them based on a subscription data provided by the particular residences and businesses who have joined the group and elected to receive the media, wherein the media is at least one of a lawn sign, a ﬂyer, a mailer, a postcard, a brochure, a magazine, and a newsletter. ",,,,,,,,,,,,,,,1
11731489,9,The method of claim 1 further comprising creating a marker in a three- dimensional neighborhood map that represents the group and which simultaneously displays the group along with other residences and businesses which surround a physical presence of the group.,,,,,,,,,,,,,,,1
11731489,10,The method of claim 9 further comprising automatically color coding a rooftop of a residence in the three-dimensional neighborhood map which represents an affiliation of the resident identified through the rooftop as being associated with the group.,,,,,,,,,,,,,,,1
11731489,11,The method of claim 10 further comprising enabling any user of the gee—spatial social network to change the group affiliation of an unregistered user of the social network until the unregistered user claims their proﬁle.,,,,,,,,,,,,,,,1
11731489,12,"The method of claim 11 further comprising enabling the particular user to visualize a unified view at a local street level, a neighborhood level, a city level, a county level, a state level, a regional level, a federal level, and a global level based on hue of a degree of strength of any particular affiliation based on a color gradient and mixing algorithm that determines an average color balance based on a number of residents in a particular neighborhood subset.",,,,,,,,,,,,,,,1
11731489,13,"The method of claim 1 further comprising generating an online debate between certain candidates in the campaign in multi-media form through a technique in which the users of the geo-spatial social network share comments, thoughts and feedback on the certain candidates while the online debate occurs.",,,,,,,,,,,,,,,1
11731489,14,The method of claim 13 further comprising: generating a poll in the geo-spatial social network such that users of the geo- spatial social network exchange group opinions with each other and see real time poll standings during a live presentation of the online debate in the geo— spatial social network; and syndicating reSults of the poll across traditional and web based media through a real simple syndication algorithm.,,,,,,,,,,,,,,,1
11731489,15,The method of claim 14 further comprising: providing a fundraising tool in the gee-spatial social network to a candidate raising funds to supplement the campaign from supporters of the candidate; and generating a neighborhood competition view that illustrates the fundraising success of any candidate participating in the gee—spatial social network.,,,,,,,,,,,,,,,1
11731489,16,"A system comprising: a campaign module to automatically generate a visualization of areas of a particular neighborhood in which support of a candidate is strongest and weakest based on a membership in a group associated with supporters of the candidate in the particular neighborhood and in surrounding neighborhoods; a communication module to allow members of the group to communicate with each other and the candidate through at least one of a debate forum, an online forum, a physical mail communication, and an electronic communications communication; and a delivery module to coordinate fulﬁllment of the physical mail communication through a geo-spatial social network. ",,,,,,,,,,,,,,,1
11731489,17,The system of claim 16 further comprising an audience module to pre-populate a set of wiki profiles with public data having location information of residents of the particular neighborhood such that communication occurs between residents of the particular neighborhood through the physical mail communication regardless of whether the residents join the gee-spatial social network.,,,,,,,,,,,,,,,1
11731489,18,A method comprising: populating political afﬁliation data in a social network using publicly available sources; enabling a candidate to create a campaign in the social network in which the candidate Outreaches to users and non-users of the social network through the political affiliation data; forming a group of certain ones of the users of the social network who support the candidate; and generating a live debate between the candidate and other candidates in the social network. ,,,,,,,,,,,,,,,1
11731489,19,The method of claim 18 further comprising generating a fundraising campaign in the social network such that users who are members of the group have a marker visible above their physical properties in a three dimensional gee—spatial view of their neighborhood that indicates an amount donated to the candidate and an affiliation with the campaign.,,,,,,,,,,,,,,,1
11731489,20,he method of claim 18 further comprising allowing a supporter of the candidate to create a survey during the live debate between the candidate and other candidates in the social network such that results from the survey are refreshed and viewable on each submission to the survey.,,,,,,,,,,,,,,,1
11668940,1,"A marine vessel deﬂector apparatus, comprising: a first deﬂector, configured to move along a first degree of freedom with the deﬂector apparatus into and out of a water jet stream so as to provide or not provide a trimming force, and also configured to move along a second degree of freedom into a plurality of positions in the water jet stream with respect to the deﬂector apparatus so as to deflect the water jet stream to control a magnitude of a trim force provided by the ﬁrst deflector.",,,,,,,,,,,,,,,1
11668940,2,The deﬂector apparatus of claim 1. wherein the deﬂector apparatus is conﬁgured so that the trim force provided by the ﬁrst deﬂector provides substantially no backing thrust component.,,,,,,,,,,,,,,,1
11668940,3,"The deﬂector apparatus of claim I, further comprising a second deﬂector coupled to the ﬁrst deﬂector and conﬁgured to move in unison with first deﬂector out of and into the waterjet stream to deﬂect the waterjet stream so as to provide a backing thrust.",,,,,,,,,,,,,,,1
11668940,4,"The deﬂector apparatus of claim 3, wherein the first and second deﬂectors are arranged with respect to one another so that they cannot both be placed in the water jet stream simultaneously.",,,,,,,,,,,,,,,1
11668940,5,"The deﬂector apparatus of claim 1, wherein the first deflector comprises a substantially planar surface that deﬂects the water jet stream.",,,,,,,,,,,,,,,1
11668940,6,"The deﬂector apparatus of claim I, further comprising a pivot that provides the ﬁrst degree of freedom for movement of the deﬂector apparatus. ",,,,,,,,,,,,,,,1
11668940,7,"The deﬂector apparatus of claim 1, wherein the ﬁrst deﬂector is coupled to the deﬂector apparatus by a pivot that allows for motion of the first deﬂector with respect to the deﬂector apparatus.",,,,,,,,,,,,,,,1
11668940,8,"The deﬂector apparatus of claim 1, wherein the ﬁrst and second deﬂectors are arranged with respect to one another so that they deﬂect the waterjet stream substantially exclusively.",,,,,,,,,,,,,,,1
11668940,9,"A marine vessel deﬂector apparatus. comprising: a first deﬂector surface conﬁgured to deﬂect a water jet nozzle stream to provide a backing thrust when the deﬂector apparatus is in a first position: and a second deflector surface configured to deflect the water jet stream to provide substantially only a trim force when the deﬂector apparatus is in a second position; and wherein the second deﬂector apparatus is conﬁgured to move into a plurality of positions in the water jet stream with respect to the deﬂector apparatus in the second position, so as to deﬂect the water jet stream to control a magnitude of a trim force provided by the second deflector",,,,,,,,,,,,,,,1
11668940,10,The deﬂector apparatus of claim 9‘ wherein the deﬂector apparatus is conﬁgured so that it cannot be in both the first and the second positions simultaneously.,,,,,,,,,,,,,,,1
11668940,11,"The deﬂector apparatus of claim 9, wherein the deﬂector apparatus comprises at least two components, a ﬁrst component that includes the first deﬂector surface and a second component that includes the second deﬂector surface, the ﬁrst and second components being coupled to one anodier.",,,,,,,,,,,,,,,1
11668940,12,The deﬂector apparatus of claim 11. wherein the second deflector is coupled to the deﬂector apparatus by a pivot that allows for motion of the second deﬂector with respect to the deﬂector apparatus.,,,,,,,,,,,,,,,1
11668940,13,"The deﬂector apparatus of claim 9, wherein the deﬂector apparatus is conﬁgured so that the trim force provided by the second deﬂector provides substantially no backing thrust component . 1",,,,,,,,,,,,,,,1
11668940,14,"The deﬂector apparatus of claim 9, wherein the second deﬂector comprises a substantially planar surface that deﬂects the waterjet stream.",,,,,,,,,,,,,,,1
11668940,15,"15. The deﬂector apparatus of claim 9, wherein the first and second deﬂectors are arranged with respect to one another so that they deﬂect the waterjet stream substantially exclusively.",,,,,,,,,,,,,,,1
11668940,16,"A method for generating a trim force for use with a marine vessel control apparatus, comprising: moving a deflector apparatus comprising a ﬁrst deﬂector along a first degree of freedom into and out of a water jet stream so as to provide or not provide, respectively. a trimming force; moving the first deﬂector along a second degree of freedom into a plurality of positions in the water jet stream with respect to the deﬂector apparatus so as to deﬂect the water jet stream to control a magnitude of a trim force provided by the first deﬂector",,,,,,,,,,,,,,,1
11668940,17,"The method of claim 16, further comprising moving a second deﬂector coupled to the first deﬂector, and configured to move in unison with deﬂector apparatus along the first degree of freedom into and out of the waterjet stream so as to provide a backing thrust.",,,,,,,,,,,,,,,1
11668940,18,"The method of claim 17, further comprising deﬂecting the water jet stream with the first and second deﬂectors substantially exclusively, ",,,,,,,,,,,,,,,1
11668940,19,"The method of claim 17, wherein the act of moving comprises rotating the first and second deﬂectors about a common axis to place the first and the second deflectors into the water jet stream. ",,,,,,,,,,,,,,,1
11668940,20,"A method for generating a backing thrust and a trim force for use in a marine vessel control apparatus, comprising: moving the deﬂector apparatus comprising a first deﬂector into a first position to deﬂect a water jet nozzle stream to provide the backing thrust; moving the deﬂector apparatus comprising a second deﬂector into a second position to deﬂect the waterjet stream to provide substantially only the trim force: and moving the second deﬂector apparatus into a plurality of positions in the waterjet stream with respect to the deﬂector apparatus in the second position, so as to deﬂect the water jet stream to control a magnitude of a trim force provided by the second deﬂector‘ 21‘ The method of claim",,,,,,,,,,,,,,,1
11668940,21,The method of claim 20. wherein the act of moving the deﬂector apparatus comprises moving the first and second deﬂectors in unison so that the backing thrust and the trim force are provided substantially exclusively of one another.,,,,,,,,,,,,,,,1
11668940,22,The method of claim 17. further comprising deflecting the water jet stream with the first and second deﬂectors substantially exclusively,,,,,,,,,,,,,,,1
11668940,23,"The method of claim 20, wherein the act of moving the deﬂector apparatus comprises rotating the ﬁrst and second deﬂectors about a common axis to place the ﬁrst and the second deﬂectors in the first and the second positions",,,,,,,,,,,,,,,1
11457805,1,,,,,,,,,,,,,,,,1
11457805,2,,,,,,,,,,,,,,,,1
11457805,3,,,,,,,,,,,,,,,,1
11457805,4,,,,,,,,,,,,,,,,1
11457805,5,,,,,,,,,,,,,,,,1
11457805,6,,,,,,,,,,,,,,,,1
11457805,7,,,,,,,,,,,,,,,,1
11457805,8,,,,,,,,,,,,,,,,1
11457805,9,,,,,,,,,,,,,,,,1
11457805,10,,,,,,,,,,,,,,,,1
11457805,11,,,,,,,,,,,,,,,,1
11457805,12,,,,,,,,,,,,,,,,1
11457805,13,,,,,,,,,,,,,,,,1
11457805,14,,,,,,,,,,,,,,,,1
11457805,15,,,,,,,,,,,,,,,,1
11457805,16,,,,,,,,,,,,,,,,1
11457805,17,"An access control rule generation method, for generating an access control rule for controlling another access control relative to an access request for an object that is an information resource, comprising the steps of: receiving a request for generating an access control ruleL7—and extracting an access control tagged object that represents the access control rule for the object: determining, based on said access control rule relative to said generation request, whether said generation request should be granted: and generating said access control rule, when said generation request is granted, in accordance with said generation request, and adding information to said access control rule that, relative to said generation request, designates said access control rule.",,,,,,,,,,,,,,,1
11457805,18,,,,,,,,,,,,,,,,1
11457805,19,"A computer—readable program embodied in storage medium on which input means of a computer stores a the computers readable program, which the computerrreadable program permits said computer to perform processes compriSing: a process for receiVing a request for generating an access control rule that defines an access right for predetermined specific information resourcei a process for extracting an access control tagged object that represents the access control rule for the object; a process for T—aﬁd determining, based on said access control rule relative to said generation request, whether said generation request should be granted; and a process for generating said access control rule, when said generation request is granted, in accordance With said generation request, and adding information to said access control rule that, relative to said generation request, designates said access control rule.",,,,,,,,,,,,,,,1
11457805,20,,,,,,,,,,,,,,,,1
11457805,21,"A program transmission apparatus compriSing: storage means for storing a computerereadable program, which permits said computer to performi a process for receiVing a request for generating an access control rule that defines an access right for predetermined specific information resourcei a process for extracting an access control tagged object that represents the access control rule for the object; a process for 7—eﬂd determining, based on said access control rule relative to said generation request, whether said generation request should be grantedieeand a process for generating said access control rule, when said generation request is granted, in accordance With said generation request, and adding information to said access control rule that, relative to said generation request, designates said access control rule; and transmission means for reading said program from said storage means and for transmitting said program.",,,,,,,,,,,,,,,1
11457805,22,,,,,,,,,,,,,,,,1
11457805,23,,,,,,,,,,,,,,,,1
11457805,24,"The access control rule generation method according to claim 17, wherein, upon the receipt of the request for generating an access control rule, extracting said object and the access control rule for said object.",,,,,,,,,,,,,,,1
11457805,25,"The access control rule generation method according to claim 17, further compriSing storing a set of access control rules as obJects in said object storage unit, the access control rules including the access control rule, and the access control rule defining an access right for the access control rule.",,,,,,,,,,,,,,,1
11457805,26,"The access control rule generation method according to claim 17, further comprising managing a correlation between an object for which an access request is issued and an access control rule for said object.",,,,,,,,,,,,,,,1
11457805,27,"The access control rule generation method according to claim 17, wherein said access control rule includes designation information speCifying a higher level control rule used for access control.",,,,,,,,,,,,,,,1
11457805,28,"The access control rule generation method according to claim 27, further compriSing performing one of generating, changing and deleting, in accordance With an access request that is granted, said access control rule and said higher level control rule thereof.",,,,,,,,,,,,,,,1
11457805,29,"The access control rule generation method according to claim 27, wherein said higher level control rule is a rule permitting one part of an access right for said access control rule to be provided for a speCific Subject.",,,,,,,,,,,,,,,1
11457805,30,"The computer—readable program according to claim 19, further comprising a process for storing a set of access control rules as objects in said object storage unit, the access control rules including the access control rule, and the access control rule defining an access right for the access control rule.",,,,,,,,,,,,,,,1
11457805,31,"The computerereadable program according to claim 19, further comprising managing a correlation between an object for which an access request is issued and an access control rule for said obJect.",,,,,,,,,,,,,,,1
11457805,32,"The computerereadable program according to claim 19, wherein said access control rule includes designation information speCifying a higher level control rule used for access control.",,,,,,,,,,,,,,,1
11457805,33,"The computer—readable program according to claim 32, further comprising performing one of generating, changing and deleting, in accordance with an access request that is granted, said access control rule and said higher level control rule thereof.",,,,,,,,,,,,,,,1
11457805,34,"The computer—readable program according to claim 32, wherein said higher level control rule is a rule permitting one part of an access right for said access control rule to be prOVided for a speCific subject.",,,,,,,,,,,,,,,1
11457805,35,"The program transmiSSion apparatus according to claim 21, further comprising a process for storing a set of access control rules as objects in said object storage unit, the access control rules including the access control rule, and the access control rule defining an access right for the access control rule.",,,,,,,,,,,,,,,1
11457805,36,"The program transmisSion apparatus according to claim 21, further compriSing managing a correlation between an object for which an access request is issued and an access control rule for said object.",,,,,,,,,,,,,,,1
11457805,37,"The program transmission apparatus according to claim 21, wherein said access control rule includes designation information speCifying a higher level control rule used for access control.",,,,,,,,,,,,,,,1
11457805,38,"The program transmission apparatus according to claim 37, further compriSing performing one of generating, changing and deleting, in accordance with an access request that is granted, said access control rule and said higher level control rule thereof.",,,,,,,,,,,,,,,1
11457805,39,"The program transmiSSion apparatus according to claim 37, wherein said higher level control rule is a rule permitting one part of an access right for said access control rule to be prOVided for a speCific subject.",,,,,,,,,,,,,,,1
11643131,1,"A process for preparation of oxymethylene homopolymers of the formulal R‘-(o-CH2),,—0-R2 (I) in which R1 and R2, independently of one another, are alkyl radicals, and n is a whole number greater than or equal to 500, encompassing the following measures: i) heterogeneous polymerization, in the presence of an acetal of formaldehyde and of an initiator for cationic polymerization, of a monomer which forms -CH2-O- units, and ii) deactivation of the initiator and/or of the active polymer chains by using, for treatment in a homogeneous phase of the polymer prepared in step i), an aprotic solvent which is basic and/or which comprises a dissolved base.",,,,,,,,,,,,,,,1
11643131,2,"A process for preparation of oxymethylene copolymers containing the structural units of the formulae II and III, and also end groups of the formula IV -(O-CH2)m- (II), ~O-C0H20- (111), -OR1 (IV) or containing the structural units of the formulae II and V, andriflapprepriateroptionally formula I J, and also end grows of the formula  -(0-CHz)m- (u), -0-(R3-0),- (V), 012‘ (Iv) in which Rl is an alkyl radical, m is a whole number from 1 to 1000, o is a whole number from 2 to 6, p is a whole number from 3 to 6, and R3 is a p-valent organic radical encompassing the following measures: iii) heterogeneous polymerization of a monomer which forms -CHz-O- units and simultaneously of a monomer which forms -0-C0H20- units, in the presence of an acetal of formaldehyde and of an initiator for cationic polymerization, or heterogeneous polymerization of a monomer which forms -CH2-O- units and simultaneously of a monomer which forms -O-(R3-O),,- units andri-tlapprepﬁate; optionally simultaneously of a monomer which forms -O-C0H20- units, in the presence of an acetal of formaldehyde and of an initiator for cationic polymerization, and iv) deactivation of the initiator and/or of the active polymer chains by using an aprotic solvent which is basic and/or which comprises a dissolved base, for treatment in a homogeneous phase of the polymer prepared in step i).",,,,,,,,,,,,,,,1
11643131,3,"The process as claimed in e-l-aim—l—or—Z claim 2, wherein formaldehyde or pre¥erably trioxane is used as monomer which forms -CH2-0- units.",,,,,,,,,,,,,,,1
11643131,4,"The process as claimed in any of clones-H93 claim 3, wherein, as acetal of formaldehyde, a compound of the formula V1 is used R‘—(0-CH2)q-O-R2 (VI) in which R‘ and R2, independently of one another, are alkyl radicalsrprefembl-y-methyl; and q is a whole number from 1 to 100.",,,,,,,,,,,,,,,1
11643131,5,"The process as claimed in claim 4, wherein, as acetal of formaldehyde, 3 compound of the formula V1 is used in which q = 1,—preferebl-y-methyla}. ",,,,,,,,,,,,,,,1
11643131,6,"The process as claimed in my—eﬁelaims—l—teé claim 1, wherein, as initiator for cationic polymerization, a Lewis acid, a Bronsted acid or a carbocation source is used.",,,,,,,,,,,,,,,1
11643131,7,"The process as claimed in any-of eleims—He—é claim I, wherein the oxymethylene homo- or copolymer prepared in step i) is cooled after the polymerization, and is milled to give powder, and wherein the powder is dissolved in the aprotic solvent which is basic and/or which comprises a dissolved base.",,,,,,,,,,,,,,,1
11643131,8,"The process as claimed in any-efelaims—l—teé claim 1, wherein, between steps i) and ii), the oxymethylene homo- or copolymer prepared is melted via heating in a step ia) and the resultant homogeneous mixture is treated with the aprotic solvent which is basic and/or which comprises a dissolved base.",,,,,,,,,,,,,,,1
11643131,9,"The process as claimed in anyofelaims—l—te—é claim 1, wherein the oxymethylene homo- or copolymer prepared in step i) is dissolved directly after the polymerization in the form of hot precipitated polymer in the aprotic solvent which is basic and/or which comprises a dissolved base.",,,,,,,,,,,,,,,1
11643131,10,"The process as claimed in any—of claims—1499 claim 1, wherein, as aprotic solvent, trioxane is used which comprises an aman . a . I l E H . . l I i _",,,,,,,,,,,,,,,1
11643131,11,"The process as claimed in anyof elaims—l—te—Q claim 1, wherein, as aprotic solvent, dimethylacetamide is used Whi‘ﬂlrif-W optionally comprises an",,,,,,,,,,,,,,,1
