PatentID,Blockings,Citations,Ratio
7136644,0,7,0.0
6427075,0,5,0.0
6857132,6,36,0.166666666667
6226283,0,2,0.0
5909249,0,1,0.0
7584099,0,3,0.0
7257421,2,2,1.0
9224359,0,0,0.0
6442401,0,4,0.0
8761846,0,0,0.0
6141540,0,26,0.0
6169906,0,1,0.0
7415410,0,1,0.0
6567745,0,67,0.0
6597915,3,3,1.0
5922047,2,33,0.0606060606061
6978147,0,7,0.0
7764793,0,1,0.0
7533018,0,2,0.0
6108322,0,1,0.0
8207875,0,0,0.0
5783969,0,2,0.0
6035491,0,5,0.0
6926990,0,0,0.0
8775966,0,0,0.0
6965763,16,11,1.45454545455
7769370,5,2,2.5
8310351,0,2,0.0
6219540,0,12,0.0
5812956,1,0,0.0
8478190,0,0,0.0
6948183,10,27,0.37037037037
5956641,4,8,0.5
D733103,0,0,0.0
D666987,0,0,0.0
7667371,2,9,0.222222222222
7139328,8,67,0.119402985075
6345307,1,49,0.0204081632653
8774135,0,1,0.0
7697447,0,6,0.0
5905358,0,2,0.0
7676250,3,1,3.0
7129824,0,4,0.0
8990338,0,0,0.0
5930276,0,2,0.0
9154282,0,0,0.0
8463314,0,0,0.0
5857049,0,3,0.0
8320952,0,0,0.0
7149516,0,0,0.0
8140342,0,0,0.0
9049470,0,0,0.0
7103782,1,13,0.0769230769231
8452296,0,0,0.0
9043148,0,0,0.0
6896548,0,7,0.0
8037541,0,13,0.0
8565350,0,0,0.0
8954501,0,0,0.0
8599871,0,0,0.0
6269336,13,206,0.0631067961165
5970391,0,4,0.0
5666657,0,0,0.0
7853475,2,1,2.0
5991800,0,11,0.0
7224512,0,1,0.0
6769091,0,15,0.0
5726983,0,0,0.0
6999467,0,18,0.0
7626972,0,1,0.0
7295544,0,1,0.0
6131089,0,1,0.0
6978139,0,1,0.0
D737815,0,0,0.0
7899188,0,2,0.0
7873893,2,2,1.0
8819759,0,0,0.0
6353617,0,1,0.0
5892910,0,27,0.0
6678258,0,6,0.0
5857173,2,13,0.153846153846
7394770,0,0,0.0
7885394,0,0,0.0
8193971,0,1,0.0
6873826,0,2,0.0
6304763,1,14,0.0714285714286
6985099,0,4,0.0
8874634,0,0,0.0
8160561,0,0,0.0
8873570,0,0,0.0
5786727,0,79,0.0
7082303,0,3,0.0
5644743,0,7,0.0
9069549,0,0,0.0
5949774,0,0,0.0
7424294,0,3,0.0
7346356,0,0,0.0
5832026,1,6,0.166666666667
6972542,0,20,0.0
7424276,0,1,0.0
6078571,2,9,0.222222222222
7689247,0,1,0.0
5694120,0,24,0.0
5883612,0,3,0.0
7551738,1,1,1.0
7853009,0,2,0.0
6914906,0,2,0.0
6349216,4,66,0.0606060606061
5982351,0,8,0.0
6212414,0,25,0.0
6965754,8,59,0.135593220339
8224310,0,0,0.0
8392702,0,0,0.0
6819290,0,2,0.0
7564820,0,2,0.0
7123714,0,0,0.0
7185284,0,0,0.0
6429771,0,3,0.0
8873660,0,0,0.0
6178402,0,4,0.0
8537790,0,1,0.0
6969974,0,3,0.0
8374268,0,0,0.0
8537911,0,3,0.0
5950162,0,1,0.0
5923007,0,1,0.0
8265080,0,2,0.0
8483751,0,0,0.0
7136680,0,9,0.0
7035867,0,4,0.0
5920612,0,0,0.0
6931264,0,1,0.0
7721945,0,0,0.0
5787130,0,13,0.0
8817951,0,0,0.0
9035883,0,0,0.0
6778518,0,3,0.0
8380213,0,3,0.0
5864299,0,0,0.0
8509777,0,0,0.0
7701932,0,0,0.0
8798202,0,0,0.0
8457368,0,0,0.0
5884215,0,3,0.0
6493198,4,7,0.571428571429
8255698,0,12,0.0
5908717,0,1,0.0
7286366,0,5,0.0
6134452,0,6,0.0
8494145,0,0,0.0
8755811,0,0,0.0
7206454,0,1,0.0
6484945,0,6,0.0
6498805,0,2,0.0
6157545,1,18,0.0555555555556
8013800,0,0,0.0
6298223,0,2,0.0
6470003,0,1,0.0
5886645,0,1,0.0
8412662,0,0,0.0
6936361,1,3,0.333333333333
6904094,0,6,0.0
7764644,1,4,0.25
RE43831,0,0,0.0
7519042,4,69,0.0579710144928
6319631,1,8,0.125
7130511,0,10,0.0
6525677,2,4,0.5
6198735,0,7,0.0
7079838,0,1,0.0
6789205,0,7,0.0
8544061,0,0,0.0
8310983,0,0,0.0
5805977,0,3,0.0
8447344,0,1,0.0
8126448,0,0,0.0
6105006,0,56,0.0
8886945,0,0,0.0
7620398,0,0,0.0
6829475,1,205,0.00487804878049
7408961,0,3,0.0
6996227,0,33,0.0
6175588,21,65,0.323076923077
6018671,3,20,0.15
6859611,0,0,0.0
5805095,1,1,1.0
6560298,0,3,0.0
6987738,1,22,0.0454545454545
7751431,0,1,0.0
6865347,0,20,0.0
6859490,0,0,0.0
6697637,1,5,0.2
8750419,0,0,0.0
8761392,0,0,0.0
8973084,0,0,0.0
5732387,7,14,0.5
6662010,2,4,0.5
8314838,0,0,0.0
7801494,0,0,0.0
9063564,0,0,0.0
6963061,0,0,0.0
6148211,0,11,0.0
7945004,0,1,0.0
6756142,0,1,0.0
8423355,0,0,0.0
6105095,0,0,0.0
8725833,0,0,0.0
7689250,0,2,0.0
5956490,0,34,0.0
6757337,2,17,0.117647058824
5940430,0,1,0.0
7373013,1,9,0.111111111111
6999782,0,60,0.0
5969508,0,8,0.0
7809412,0,0,0.0
6373829,0,20,0.0
6658268,0,14,0.0
6944455,2,1,2.0
6094628,0,2,0.0
6756938,6,59,0.101694915254
6671852,2,17,0.117647058824
5809538,0,27,0.0
7965990,0,3,0.0
7929860,0,0,0.0
9054891,0,0,0.0
6822611,1,14,0.0714285714286
5958006,70,154,0.454545454545
7269402,0,3,0.0
7747558,0,0,0.0
8068175,0,0,0.0
9060046,0,0,0.0
6353382,0,0,0.0
6586885,0,0,0.0
8442021,0,0,0.0
6617075,1,1,1.0
6503378,0,3,0.0
6141638,0,4,0.0
8463414,0,0,0.0
7138979,3,10,0.3
7020444,0,6,0.0
5831475,0,1,0.0
7602848,0,1,0.0
6191738,0,35,0.0
6999918,0,1,0.0
6564047,2,60,0.0333333333333
8897033,0,0,0.0
6989205,0,0,0.0
7013143,9,51,0.176470588235
8451104,0,0,0.0
5987021,1,5,0.2
6532593,6,29,0.206896551724
5691981,0,1,0.0
6408340,0,1,0.0
8018893,5,14,0.357142857143
7688755,0,1,0.0
7039432,0,28,0.0
5831636,0,0,0.0
7145862,0,2,0.0
6278723,0,18,0.0
6167280,0,2,0.0
5694431,0,0,0.0
7769353,0,8,0.0
7170883,0,4,0.0
7330731,0,2,0.0
6138042,3,8,0.375
6281712,0,0,0.0
6043786,0,3,0.0
6233235,0,32,0.0
8391188,0,0,0.0
7778653,1,3,0.333333333333
7174356,0,4,0.0
8656422,0,0,0.0
6219840,1,23,0.0434782608696
6484033,3,58,0.051724137931
6937669,0,4,0.0
7209717,2,6,0.333333333333
7496363,0,1,0.0
7697497,0,6,0.0
5930681,0,0,0.0
7944484,2,2,1.0
7319883,0,3,0.0
6882709,52,54,0.962962962963
7578955,0,0,0.0
6199086,0,3,0.0
7822438,0,0,0.0
7729696,0,12,0.0
6768910,0,1,0.0
9003460,0,0,0.0
6970817,0,8,0.0
6791945,0,20,0.0
7822544,0,0,0.0
8204013,0,1,0.0
6333682,0,0,0.0
9213102,0,0,0.0
7031344,0,12,0.0
6123474,0,0,0.0
6307846,15,54,0.277777777778
8374197,0,0,0.0
5656917,1,25,0.04
6876543,2,25,0.08
8340081,0,3,0.0
6832086,0,0,0.0
8344325,0,1,0.0
7403496,0,2,0.0
7805137,0,0,0.0
8923831,0,0,0.0
7885266,0,1,0.0
8064653,0,0,0.0
7672246,0,0,0.0
7889103,0,7,0.0
8237750,0,0,0.0
7489703,0,1,0.0
5991447,3,108,0.0277777777778
7283697,0,4,0.0
6822950,0,0,0.0
9025682,0,0,0.0
7042879,1,65,0.0153846153846
6968158,1,1,1.0
7251275,0,5,0.0
7108914,2,11,0.181818181818
6449264,0,7,0.0
5764690,0,6,0.0
6587501,0,2,0.0
6044158,1,6,0.166666666667
8144204,0,1,0.0
7047310,0,8,0.0
6223035,1,5,0.2
6917281,0,4,0.0
7567239,1,1,1.0
5834756,0,140,0.0
6791995,3,60,0.05
7020198,1,1,1.0
5661635,2,20,0.1
5966671,1,6,0.166666666667
7844305,0,0,0.0
7680482,0,1,0.0
6321073,16,38,0.421052631579
7095403,1,33,0.030303030303
8503324,0,0,0.0
6453291,0,15,0.0
6901122,3,4,0.75
7366481,0,4,0.0
5974066,0,0,0.0
6845359,0,1,0.0
5781547,3,3,1.0
7461106,6,18,0.333333333333
7236134,0,1,0.0
7126996,20,36,0.555555555556
6148183,0,20,0.0
6907043,0,0,0.0
6108046,7,4,1.75
8542202,0,0,0.0
8139353,0,6,0.0
7821466,0,1,0.0
7602714,0,0,0.0
7262811,0,4,0.0
6658272,14,117,0.119658119658
8774828,0,0,0.0
6421607,2,9,0.222222222222
9036706,0,0,0.0
6853368,0,1,0.0
8401507,0,0,0.0
6795768,3,25,0.12
8886258,0,0,0.0
7681009,0,1,0.0
D706804,0,0,0.0
6104709,0,17,0.0
8867454,0,0,0.0
8340676,0,1,0.0
5966656,3,5,0.6
8223217,0,0,0.0
8554271,0,3,0.0
5824436,0,2,0.0
6009325,2,35,0.0571428571429
6721562,0,6,0.0
7321567,0,0,0.0
7873114,0,5,0.0
9019106,0,0,0.0
5960327,0,4,0.0
7171603,0,6,0.0
8885341,0,0,0.0
6993335,0,9,0.0
7508352,0,0,0.0
7769402,0,3,0.0
9173241,0,0,0.0
7310375,2,0,0.0
6995889,0,4,0.0
8862776,0,0,0.0
6052559,0,0,0.0
5999115,0,5,0.0
8253654,0,0,0.0
7398096,0,0,0.0
5987032,0,4,0.0
7095439,0,7,0.0
8750411,0,0,0.0
6038535,0,7,0.0
9144100,0,0,0.0
5937937,0,0,0.0
5995840,1,9,0.111111111111
7783315,0,0,0.0
6725043,0,23,0.0
6011909,0,11,0.0
7282891,1,11,0.0909090909091
7929010,0,5,0.0
8966519,0,0,0.0
6128287,2,15,0.133333333333
9065518,0,0,0.0
6600369,0,15,0.0
7697480,3,5,0.6
6040683,0,16,0.0
6609004,2,80,0.025
5809059,0,44,0.0
7231223,0,3,0.0
6016422,0,11,0.0
7539171,0,1,0.0
D600667,0,10,0.0
7242923,2,11,0.181818181818
7864882,0,0,0.0
8855596,0,0,0.0
7239896,5,5,1.0
7065209,0,0,0.0
7787622,0,4,0.0
5930288,0,20,0.0
6735430,0,5,0.0
8019604,0,1,0.0
7586990,2,8,0.25
5834972,0,8,0.0
8943015,0,0,0.0
8284761,0,1,0.0
8194696,0,0,0.0
8040475,0,1,0.0
8818334,0,0,0.0
7395065,0,6,0.0
8325147,0,1,0.0
7640373,5,24,0.208333333333
9049202,0,0,0.0
5978526,0,1,0.0
5822314,0,10,0.0
9140794,0,0,0.0
8144687,0,1,0.0
5754953,1,5,0.2
8451833,0,0,0.0
7187767,0,2,0.0
6813778,0,11,0.0
5945772,0,16,0.0
8904424,0,0,0.0
8509319,0,0,0.0
7266198,5,13,0.384615384615
8725500,0,0,0.0
8045501,0,0,0.0
7676583,1,21,0.047619047619
7480345,0,0,0.0
6085252,0,38,0.0
7102562,0,5,0.0
6404764,1,53,0.0188679245283
7027979,0,6,0.0
5893036,1,11,0.0909090909091
9092612,0,0,0.0
6961427,1,2,0.5
6049707,3,22,0.136363636364
7821996,1,4,0.25
6170005,4,15,0.266666666667
6934299,0,24,0.0
5818887,1,4,0.25
6819173,0,0,0.0
8988387,0,0,0.0
7853280,0,1,0.0
8397982,0,2,0.0
7492752,0,11,0.0
6141564,0,33,0.0
6927747,0,11,0.0
6463275,0,8,0.0
7558587,2,9,0.222222222222
7463979,0,3,0.0
6631127,0,13,0.0
7548548,0,7,0.0
6304558,0,12,0.0
6151362,2,2,1.0
6031467,0,22,0.0
7482985,0,0,0.0
6198782,0,4,0.0
8976957,0,0,0.0
6323849,0,26,0.0
6865384,2,53,0.0377358490566
7331793,1,36,0.0277777777778
5936464,0,44,0.0
8019340,0,0,0.0
6532156,0,0,0.0
7823155,0,12,0.0
9065656,0,0,0.0
5884772,0,4,0.0
7085576,4,30,0.133333333333
7653383,3,10,0.3
7548859,0,2,0.0
6453040,0,2,0.0
7019491,3,5,0.6
7884869,0,0,0.0
6363246,0,14,0.0
7890090,0,1,0.0
7027824,0,0,0.0
9152212,0,0,0.0
7688760,0,2,0.0
7426175,1,23,0.0434782608696
8810519,0,0,0.0
8111757,0,0,0.0
7058408,0,3,0.0
6353742,0,7,0.0
6169886,1,5,0.2
6256494,0,10,0.0
8891617,0,0,0.0
5745566,0,3,0.0
5738583,4,148,0.027027027027
7496366,0,2,0.0
7082311,0,4,0.0
5854785,3,10,0.3
6011699,7,48,0.145833333333
6307901,0,41,0.0
7212843,0,2,0.0
6002342,0,1,0.0
6546102,0,0,0.0
7290122,0,3,0.0
6289377,0,12,0.0
5991285,5,3,1.66666666667
6118081,0,1,0.0
6065187,0,4,0.0
8767632,1,0,0.0
7477690,3,3,1.0
8078553,0,0,0.0
5905956,0,6,0.0
7418011,0,1,0.0
9002368,0,0,0.0
8478231,0,0,0.0
7116940,0,3,0.0
6643503,1,6,0.166666666667
8351536,0,18,0.0
8374328,0,1,0.0
7193620,0,4,0.0
6097973,0,4,0.0
8295248,0,0,0.0
6760589,1,3,0.333333333333
8107878,0,0,0.0
5923266,0,0,0.0
9192084,0,0,0.0
7330733,0,2,0.0
8963885,0,0,0.0
5901357,1,15,0.0666666666667
6298082,0,10,0.0
7729715,0,5,0.0
6252434,0,0,0.0
6252456,0,1,0.0
8559458,0,1,0.0
6080501,1,15,0.0666666666667
6041045,0,9,0.0
6206293,0,142,0.0
6940820,1,16,0.0625
5928330,7,95,0.0736842105263
6236960,3,26,0.115384615385
6134527,0,6,0.0
6420960,0,0,0.0
6014552,3,3,1.0
7085256,1,4,0.25
7567664,0,2,0.0
7623774,0,1,0.0
8886811,0,0,0.0
7508348,0,1,0.0
7046719,0,3,0.0
6016107,0,13,0.0
7515910,0,1,0.0
6810323,2,201,0.00995024875622
6904550,0,33,0.0
6509659,4,18,0.222222222222
8812057,0,0,0.0
6157906,0,0,0.0
7154939,0,2,0.0
6453045,0,10,0.0
8159402,0,0,0.0
7202878,0,9,0.0
7672381,0,10,0.0
6907237,3,7,0.428571428571
6649852,2,10,0.2
5857155,10,30,0.333333333333
7751826,2,40,0.05
5878352,0,1,0.0
6927763,0,11,0.0
5623225,0,0,0.0
7698726,0,0,0.0
7516486,0,4,0.0
7634565,2,1,2.0
7369524,0,3,0.0
6133850,0,26,0.0
6935901,0,2,0.0
8611300,0,0,0.0
9155085,0,0,0.0
8126475,0,0,0.0
6393079,0,0,0.0
7145558,0,1,0.0
6836663,0,3,0.0
9210680,0,0,0.0
6216086,4,64,0.0625
7946775,0,1,0.0
7453860,0,2,0.0
8933972,0,0,0.0
6018764,3,58,0.051724137931
6298054,0,1,0.0
7263340,0,1,0.0
5745695,1,26,0.0384615384615
6980818,1,3,0.333333333333
7043208,0,46,0.0
7027838,0,30,0.0
9241064,0,0,0.0
8949716,0,0,0.0
5693434,0,0,0.0
8365096,0,0,0.0
6161015,0,10,0.0
7230930,0,14,0.0
7289528,0,0,0.0
6040781,0,34,0.0
7108931,0,1,0.0
8893302,0,0,0.0
6828759,0,4,0.0
6653816,0,13,0.0
6763225,0,4,0.0
7016319,1,52,0.0192307692308
6317411,5,34,0.147058823529
9153166,0,0,0.0
6670403,0,0,0.0
7080397,1,9,0.111111111111
9047327,0,0,0.0
7062261,3,44,0.0681818181818
6091759,0,17,0.0
9241339,0,0,0.0
9030989,0,0,0.0
5875387,0,2,0.0
6900544,0,3,0.0
8543168,0,0,0.0
6138030,0,1,0.0
7460842,0,5,0.0
8174986,0,0,0.0
6710518,0,21,0.0
6201526,0,0,0.0
7096026,0,1,0.0
6173883,0,0,0.0
6374177,6,153,0.0392156862745
6321070,3,18,0.166666666667
8095170,0,1,0.0
5923214,5,2,2.5
7684755,0,7,0.0
7243163,9,89,0.101123595506
7583973,2,1,2.0
6972382,1,3,0.333333333333
7009135,0,0,0.0
6430214,0,0,0.0
6334063,2,56,0.0357142857143
8102367,0,0,0.0
6114968,1,22,0.0454545454545
6112244,3,21,0.142857142857
7502981,0,1,0.0
9225762,0,0,0.0
6915312,5,15,0.333333333333
7493117,0,10,0.0
9053581,0,0,0.0
7656794,0,0,0.0
7668549,0,0,0.0
6487721,19,45,0.422222222222
8542656,0,0,0.0
9110534,0,0,0.0
6043838,10,32,0.3125
6049543,0,7,0.0
6182038,0,26,0.0
5884268,0,0,0.0
6529748,0,10,0.0
6529728,1,9,0.111111111111
8224390,1,1,1.0
6192253,0,27,0.0
6766182,0,12,0.0
7573964,0,2,0.0
8108344,0,0,0.0
7688764,5,5,1.0
6925095,0,1,0.0
6038549,0,15,0.0
8503999,0,0,0.0
8090378,0,0,0.0
6012634,3,25,0.12
8995966,0,0,0.0
8438590,0,0,0.0
7746928,0,3,0.0
7606152,0,0,0.0
8369489,0,0,0.0
7413110,0,1,0.0
6976861,0,1,0.0
7539466,0,16,0.0
5710998,0,35,0.0
9170714,0,0,0.0
6108314,2,31,0.0645161290323
7657272,1,0,0.0
6078794,0,1,0.0
6002948,2,3,0.666666666667
7076428,0,25,0.0
9048524,0,0,0.0
8750334,0,0,0.0
6640222,0,2,0.0
6934549,0,5,0.0
6775536,1,22,0.0454545454545
7242955,0,0,0.0
7023814,1,2,0.5
6691028,0,8,0.0
9094272,0,0,0.0
6952457,0,1,0.0
6526031,1,7,0.142857142857
5959546,8,6,1.33333333333
8787773,0,0,0.0
7170896,0,0,0.0
7983428,0,3,0.0
9122092,0,0,0.0
8576096,0,0,0.0
7068719,5,7,0.714285714286
6967700,0,2,0.0
6859456,0,2,0.0
6125110,0,4,0.0
8223426,0,1,0.0
8638951,0,0,0.0
5697538,0,6,0.0
7415041,0,20,0.0
6879623,0,7,0.0
8763042,0,0,0.0
5862493,0,3,0.0
6611197,0,1,0.0
7640020,1,5,0.2
6275693,2,25,0.08
8208434,2,3,0.666666666667
7362724,0,2,0.0
5930268,0,7,0.0
6729547,1,17,0.0588235294118
6754854,0,9,0.0
5930748,0,1,0.0
5745203,0,18,0.0
5963848,1,14,0.0714285714286
8320878,1,3,0.333333333333
6385548,0,5,0.0
6081510,1,3,0.333333333333
6219703,3,7,0.428571428571
8000268,0,1,0.0
8150403,0,0,0.0
6339612,0,24,0.0
5764104,0,2,0.0
8150475,0,0,0.0
8255989,0,4,0.0
6167268,10,22,0.454545454545
7283138,0,2,0.0
5809025,0,7,0.0
6728218,0,1,0.0
7606303,1,3,0.333333333333
6292307,0,2,0.0
8194991,0,0,0.0
7705565,0,3,0.0
7417968,0,1,0.0
7492739,0,0,0.0
6553017,0,1,0.0
6069530,0,4,0.0
6134336,2,5,0.4
6313736,5,1,5.0
5771353,20,194,0.103092783505
6047066,0,11,0.0
6377161,1,19,0.0526315789474
8522326,0,0,0.0
8958794,0,0,0.0
8854309,0,0,0.0
7729106,0,1,0.0
9130916,0,0,0.0
8874052,0,0,0.0
6285786,2,40,0.05
7831992,1,1,1.0
7393716,0,0,0.0
6009336,2,153,0.0130718954248
6116960,0,2,0.0
6425002,0,4,0.0
6972692,0,1,0.0
5831479,0,10,0.0
7496348,0,5,0.0
5884266,0,28,0.0
9143291,0,0,0.0
5845213,0,0,0.0
8209190,0,2,0.0
8254937,0,0,0.0
7860046,0,0,0.0
8463270,0,0,0.0
6850777,0,7,0.0
7899051,0,1,0.0
5777903,0,98,0.0
6169903,1,7,0.142857142857
7477738,0,4,0.0
9002167,0,0,0.0
6084967,0,47,0.0
6445588,0,2,0.0
7729273,0,4,0.0
7482937,0,5,0.0
7715333,0,1,0.0
6738019,0,1,0.0
8521218,0,0,0.0
7081874,0,0,0.0
6184751,0,0,0.0
5541019,0,8,0.0
D693785,0,4,0.0
7580518,0,3,0.0
8272024,0,0,0.0
7024353,0,4,0.0
5864807,0,3,0.0
7395037,0,1,0.0
5834135,0,1,0.0
7623066,0,1,0.0
7873111,0,1,0.0
8170604,0,3,0.0
9025478,0,0,0.0
7480346,0,0,0.0
7894355,0,1,0.0
7242941,0,3,0.0
8832799,0,0,0.0
6356054,0,3,0.0
8925022,0,0,0.0
6243056,0,1,0.0
8294105,0,1,0.0
7171204,2,1,2.0
8200496,0,1,0.0
9131478,0,0,0.0
7250904,0,3,0.0
7668097,0,1,0.0
7600880,1,3,0.333333333333
7103319,2,3,0.666666666667
7190311,0,2,0.0
8391719,0,0,0.0
6134223,11,32,0.34375
7043249,0,17,0.0
8837302,0,0,0.0
6694060,5,5,1.0
6765474,0,0,0.0
5999832,0,1,0.0
7433331,0,1,0.0
8285279,0,1,0.0
6771991,0,6,0.0
7197328,0,5,0.0
8902830,0,0,0.0
6434391,3,0,0.0
7203897,0,9,0.0
6721267,0,16,0.0
6269254,0,21,0.0
7068701,0,1,0.0
6091229,0,1,0.0
7447765,0,12,0.0
7609836,0,1,0.0
7169250,0,2,0.0
5920286,0,5,0.0
7176838,4,16,0.25
7200363,2,7,0.285714285714
7237108,0,15,0.0
5809421,0,8,0.0
7227845,0,0,0.0
8312131,0,0,0.0
7471749,1,1,1.0
9143293,0,0,0.0
6223291,5,95,0.0526315789474
5691622,0,2,0.0
8160651,0,2,0.0
7024195,0,5,0.0
6957073,0,55,0.0
9131015,0,0,0.0
6807527,1,2,0.5
6101175,3,9,0.333333333333
7024207,2,10,0.2
6661371,1,9,0.111111111111
6624726,0,14,0.0
7933238,2,6,0.333333333333
6606483,3,78,0.0384615384615
7596099,0,0,0.0
8325711,0,0,0.0
6928063,0,0,0.0
8073514,0,2,0.0
8395893,0,0,0.0
6455194,0,0,0.0
8229354,0,4,0.0
6005498,1,20,0.05
8760406,0,0,0.0
7424229,0,3,0.0
8050627,0,1,0.0
9083779,0,0,0.0
6764788,1,2,0.5
6549523,0,5,0.0
7131192,0,0,0.0
7061879,1,17,0.0588235294118
7486828,0,0,0.0
7738260,0,0,0.0
5801707,0,4,0.0
6667769,0,10,0.0
6774796,0,15,0.0
5920576,0,13,0.0
8880012,0,0,0.0
8396424,0,1,0.0
7277019,0,0,0.0
7653813,0,3,0.0
6958984,2,28,0.0714285714286
6842484,2,5,0.4
6819083,2,8,0.25
6515577,0,1,0.0
6259733,1,48,0.0208333333333
8761109,0,0,0.0
5807412,0,1,0.0
6444352,0,0,0.0
7460525,0,3,0.0
6192353,0,2,0.0
9064465,0,0,0.0
7180875,1,12,0.0833333333333
8560016,0,0,0.0
7690006,0,6,0.0
8953928,0,0,0.0
7180756,0,0,0.0
6944137,2,7,0.285714285714
8504574,0,0,0.0
7646762,0,3,0.0
8374635,0,1,0.0
8031059,0,4,0.0
6128478,0,2,0.0
6920119,0,15,0.0
7796639,1,9,0.111111111111
6134121,1,7,0.142857142857
6047033,0,0,0.0
5940741,0,1,0.0
5640166,3,13,0.230769230769
7912508,0,2,0.0
7907909,0,1,0.0
7787421,1,5,0.2
7149521,4,29,0.137931034483
7035270,1,100,0.01
6011784,0,53,0.0
6104993,2,6,0.333333333333
8453194,0,0,0.0
5831960,0,2,0.0
6078809,1,17,0.0588235294118
8401244,0,0,0.0
8060162,0,0,0.0
6947406,0,1,0.0
7369777,0,1,0.0
6072831,5,48,0.104166666667
6822974,2,2,1.0
6425133,0,11,0.0
7233896,0,0,0.0
5943505,0,3,0.0
7362803,0,0,0.0
8131286,1,2,0.5
6151501,0,2,0.0
6160805,0,4,0.0
8005127,0,1,0.0
8763061,0,0,0.0
8086195,0,1,0.0
8320386,0,0,0.0
8605615,0,0,0.0
6205344,0,0,0.0
5745481,0,13,0.0
6973325,0,0,0.0
7190263,3,6,0.5
5771461,0,14,0.0
8139367,0,0,0.0
6961022,0,1,0.0
5974100,0,0,0.0
6212362,0,0,0.0
6708023,0,0,0.0
5990806,0,11,0.0
8018872,0,1,0.0
7310374,0,3,0.0
7221670,0,1,0.0
8064641,0,0,0.0
5948562,0,22,0.0
8315430,0,1,0.0
7336621,0,2,0.0
6246676,0,19,0.0
5953413,0,28,0.0
7489930,0,9,0.0
7273993,0,2,0.0
7159120,8,66,0.121212121212
8811579,0,0,0.0
7271948,4,7,0.571428571429
6908500,0,4,0.0
8976117,0,0,0.0
9060245,0,0,0.0
7672671,0,0,0.0
6963739,0,2,0.0
6275536,4,21,0.190476190476
5812542,1,7,0.142857142857
7199762,2,6,0.333333333333
6073092,2,16,0.125
6047084,0,3,0.0
8904292,0,0,0.0
7908475,0,2,0.0
8457618,0,0,0.0
5573869,0,3,0.0
8264406,0,0,0.0
6327299,1,8,0.125
6594247,0,1,0.0
7710522,0,3,0.0
8954512,0,0,0.0
6804782,0,11,0.0
6125262,0,3,0.0
5867510,0,34,0.0
7710481,0,2,0.0
6763162,0,1,0.0
6275800,0,2,0.0
6459440,2,30,0.0666666666667
7642964,0,2,0.0
7075487,0,0,0.0
9148787,0,0,0.0
